Far field
"Plane Wave Phi"[deg]	"1Blade_SEP_lam8_Carbide [dBsm]"	"1Blade_SEP_lam16_Carbide [dBsm]"	"1Blade_SEP_lam20_Carbide [dBsm]"	"1Blade_SEP_lam25_Carbide [dBsm]"	"1Blade_SEP_lam32_Carbide [dBsm]"	"1Blade_SEP_lam40_Carbide [dBsm]"	"1Blade_SEP_lam64_Carbide [dBsm]"	"1Blade_SEP_lam80_Carbide [dBsm]"	"1Blade_SEP_lam120_Carbide [dBsm]"	
-6.60000000E+01	-4.90886232E+01	-4.60522545E+01	-4.86678037E+01	-4.82226672E+01	-4.67368706E+01	-4.63331268E+01	-4.59549992E+01	-4.58974363E+01	-4.58345922E+01	
-6.50000000E+01	-4.92558654E+01	-4.63924082E+01	-4.90132822E+01	-4.86469603E+01	-4.71302026E+01	-4.66983380E+01	-4.62804601E+01	-4.62174078E+01	-4.61465219E+01	
-6.40000000E+01	-4.92619037E+01	-4.66814356E+01	-4.92424475E+01	-4.89735861E+01	-4.74582202E+01	-4.70027619E+01	-4.65586491E+01	-4.64931411E+01	-4.64175476E+01	
-6.30000000E+01	-4.90984309E+01	-4.68766610E+01	-4.92992816E+01	-4.91365665E+01	-4.76691102E+01	-4.72000561E+01	-4.67485583E+01	-4.66852190E+01	-4.66098732E+01	
-6.20000000E+01	-4.87991776E+01	-4.69524300E+01	-4.91720044E+01	-4.91072305E+01	-4.77339475E+01	-4.72642879E+01	-4.68267043E+01	-4.67694635E+01	-4.66991563E+01	
-6.10000000E+01	-4.84217430E+01	-4.69084800E+01	-4.88963304E+01	-4.89069446E+01	-4.76571873E+01	-4.71988609E+01	-4.67913007E+01	-4.67431473E+01	-4.66822170E+01	
-6.00000000E+01	-4.80251117E+01	-4.67685690E+01	-4.85350260E+01	-4.85933345E+01	-4.74730745E+01	-4.70334777E+01	-4.66642197E+01	-4.66261487E+01	-4.65762928E+01	
-5.90000000E+01	-4.76562009E+01	-4.65705996E+01	-4.81521963E+01	-4.82337779E+01	-4.72304880E+01	-4.68117820E+01	-4.64805192E+01	-4.64514874E+01	-4.64127306E+01	
-5.80000000E+01	-4.73465519E+01	-4.63545559E+01	-4.77981792E+01	-4.78852507E+01	-4.69773181E+01	-4.65774421E+01	-4.62777826E+01	-4.62557495E+01	-4.62263927E+01	
-5.70000000E+01	-4.71145635E+01	-4.61545286E+01	-4.75061316E+01	-4.75874094E+01	-4.67515259E+01	-4.63661306E+01	-4.60888440E+01	-4.60710132E+01	-4.60487099E+01	
-5.60000000E+01	-4.69690676E+01	-4.59954993E+01	-4.72949268E+01	-4.73639787E+01	-4.65791956E+01	-4.62030280E+01	-4.59379241E+01	-4.59220314E+01	-4.59039325E+01	
-5.50000000E+01	-4.69123825E+01	-4.58937184E+01	-4.71732584E+01	-4.72270048E+01	-4.64759490E+01	-4.61037465E+01	-4.58412428E+01	-4.58249173E+01	-4.58083767E+01	
-5.40000000E+01	-4.69423762E+01	-4.58582384E+01	-4.71430854E+01	-4.71806650E+01	-4.64496869E+01	-4.60764834E+01	-4.58082860E+01	-4.57891585E+01	-4.57720302E+01	
-5.30000000E+01	-4.70535890E+01	-4.58926400E+01	-4.72018321E+01	-4.72238939E+01	-4.65026582E+01	-4.61240815E+01	-4.58425087E+01	-4.58191869E+01	-4.57993774E+01	
-5.20000000E+01	-4.72377739E+01	-4.59965487E+01	-4.73435769E+01	-4.73520387E+01	-4.66331909E+01	-4.62452834E+01	-4.59439473E+01	-4.59148751E+01	-4.58909352E+01	
-5.10000000E+01	-4.74840263E+01	-4.61664246E+01	-4.75596666E+01	-4.75575932E+01	-4.68365549E+01	-4.64358868E+01	-4.61092545E+01	-4.60734362E+01	-4.60438605E+01	
-5.00000000E+01	-4.77785892E+01	-4.63962297E+01	-4.78387412E+01	-4.78304570E+01	-4.71053029E+01	-4.66890316E+01	-4.63326445E+01	-4.62892580E+01	-4.62531001E+01	
-4.90000000E+01	-4.81048787E+01	-4.66776246E+01	-4.81666201E+01	-4.81578820E+01	-4.74296855E+01	-4.69954896E+01	-4.66062556E+01	-4.65547326E+01	-4.65112019E+01	
-4.80000000E+01	-4.84437157E+01	-4.70001322E+01	-4.85262998E+01	-4.85243830E+01	-4.77973979E+01	-4.73438547E+01	-4.69194844E+01	-4.68600439E+01	-4.68088091E+01	
-4.70000000E+01	-4.87743450E+01	-4.73514175E+01	-4.88981495E+01	-4.89119231E+01	-4.81938458E+01	-4.77205374E+01	-4.72608169E+01	-4.71936549E+01	-4.71347638E+01	
-4.60000000E+01	-4.90762618E+01	-4.77176877E+01	-4.92611307E+01	-4.93004940E+01	-4.86024163E+01	-4.81101852E+01	-4.76164879E+01	-4.75429062E+01	-4.74767106E+01	
-4.50000000E+01	-4.93319386E+01	-4.80843450E+01	-4.95945165E+01	-4.96697407E+01	-4.90055579E+01	-4.84966973E+01	-4.79728118E+01	-4.78941795E+01	-4.78219120E+01	
-4.40000000E+01	-4.95296699E+01	-4.84373804E+01	-4.98809111E+01	-5.00011987E+01	-4.93862096E+01	-4.88645043E+01	-4.83165068E+01	-4.82345761E+01	-4.81576856E+01	
-4.30000000E+01	-4.96656915E+01	-4.87646643E+01	-5.01089388E+01	-5.02812161E+01	-4.97300073E+01	-4.92003992E+01	-4.86356329E+01	-4.85529444E+01	-4.84733735E+01	
-4.20000000E+01	-4.97444389E+01	-4.90576773E+01	-5.02754451E+01	-5.05032803E+01	-5.00274840E+01	-4.94955524E+01	-4.89225196E+01	-4.88413527E+01	-4.87613430E+01	
-4.10000000E+01	-4.97770943E+01	-4.93127407E+01	-5.03856324E+01	-5.06689744E+01	-5.02756022E+01	-4.97466795E+01	-4.91734386E+01	-4.90959229E+01	-4.90176242E+01	
-4.00000000E+01	-4.97787982E+01	-4.95312981E+01	-5.04512143E+01	-5.07872337E+01	-5.04780046E+01	-4.99565738E+01	-4.93898775E+01	-4.93176047E+01	-4.92427434E+01	
-3.90000000E+01	-4.97657756E+01	-4.97194024E+01	-5.04878799E+01	-5.08719340E+01	-5.06440309E+01	-5.01331258E+01	-4.95776833E+01	-4.95115703E+01	-4.94414740E+01	
-3.80000000E+01	-4.97531570E+01	-4.98865486E+01	-5.05122082E+01	-5.09391856E+01	-5.07865413E+01	-5.02876622E+01	-4.97458271E+01	-4.96860454E+01	-4.96211450E+01	
-3.70000000E+01	-4.97536573E+01	-5.00439820E+01	-5.05395082E+01	-5.10046888E+01	-5.09199837E+01	-5.04331483E+01	-4.99047386E+01	-4.98511746E+01	-4.97919268E+01	
-3.60000000E+01	-4.97771617E+01	-5.02033125E+01	-5.05825097E+01	-5.10823173E+01	-5.10581869E+01	-5.05825881E+01	-5.00658050E+01	-5.00175001E+01	-4.99632572E+01	
-3.50000000E+01	-4.98307768E+01	-5.03753961E+01	-5.06512112E+01	-5.11833636E+01	-5.12135693E+01	-5.07476195E+01	-5.02392103E+01	-5.01952528E+01	-5.01453081E+01	
-3.40000000E+01	-4.99192403E+01	-5.05696572E+01	-5.07527401E+01	-5.13163175E+01	-5.13964506E+01	-5.09382046E+01	-5.04341579E+01	-5.03930564E+01	-5.03467226E+01	
-3.30000000E+01	-5.00453056E+01	-5.07942426E+01	-5.08919154E+01	-5.14873334E+01	-5.16149838E+01	-5.11625991E+01	-5.06585635E+01	-5.06189677E+01	-5.05751101E+01	
-3.20000000E+01	-5.02101884E+01	-5.10554931E+01	-5.10714527E+01	-5.17003767E+01	-5.18755245E+01	-5.14273211E+01	-5.09187178E+01	-5.08791780E+01	-5.08368611E+01	
-3.10000000E+01	-5.04138495E+01	-5.13588531E+01	-5.12927638E+01	-5.19577963E+01	-5.21829397E+01	-5.17374419E+01	-5.12196382E+01	-5.11788797E+01	-5.11368567E+01	
-3.00000000E+01	-5.06552689E+01	-5.17084156E+01	-5.15558127E+01	-5.22605764E+01	-5.25408036E+01	-5.20971340E+01	-5.15655946E+01	-5.15223082E+01	-5.14794787E+01	
-2.90000000E+01	-5.09326349E+01	-5.21078434E+01	-5.18597025E+01	-5.26085480E+01	-5.29518959E+01	-5.25097617E+01	-5.19599537E+01	-5.19129320E+01	-5.18684869E+01	
-2.80000000E+01	-5.12433905E+01	-5.25601658E+01	-5.22025085E+01	-5.30005035E+01	-5.34182068E+01	-5.29781648E+01	-5.24059435E+01	-5.23538785E+01	-5.23066017E+01	
-2.70000000E+01	-5.15842999E+01	-5.30683702E+01	-5.25814221E+01	-5.34341242E+01	-5.39413249E+01	-5.35050166E+01	-5.29062975E+01	-5.28480238E+01	-5.27967296E+01	
-2.60000000E+01	-5.19514511E+01	-5.36353423E+01	-5.29929361E+01	-5.39059509E+01	-5.45223664E+01	-5.40928584E+01	-5.34638919E+01	-5.33977550E+01	-5.33418806E+01	
-2.50000000E+01	-5.23402175E+01	-5.42642300E+01	-5.34322802E+01	-5.44111107E+01	-5.51615931E+01	-5.47443150E+01	-5.40814668E+01	-5.40067147E+01	-5.39447728E+01	
-2.40000000E+01	-5.27451865E+01	-5.49583306E+01	-5.38936978E+01	-5.49427837E+01	-5.58583706E+01	-5.54616728E+01	-5.47626457E+01	-5.46773122E+01	-5.46081425E+01	
-2.30000000E+01	-5.31601354E+01	-5.57213430E+01	-5.43699444E+01	-5.54919569E+01	-5.66102406E+01	-5.62469244E+01	-5.55104338E+01	-5.54136806E+01	-5.53356334E+01	
-2.20000000E+01	-5.35780795E+01	-5.65570750E+01	-5.48523012E+01	-5.60467611E+01	-5.74116939E+01	-5.71013011E+01	-5.63291657E+01	-5.62192158E+01	-5.61306128E+01	
-2.10000000E+01	-5.39912345E+01	-5.74691201E+01	-5.53304462E+01	-5.65921829E+01	-5.82520711E+01	-5.80233386E+01	-5.72224059E+01	-5.70971473E+01	-5.69968753E+01	
-2.00000000E+01	-5.43912621E+01	-5.84596448E+01	-5.57926561E+01	-5.71099137E+01	-5.91124185E+01	-5.90069688E+01	-5.81928067E+01	-5.80506942E+01	-5.79367947E+01	
-1.90000000E+01	-5.47695549E+01	-5.95274422E+01	-5.62258224E+01	-5.75792702E+01	-5.99615480E+01	-6.00366475E+01	-5.92401423E+01	-5.90806602E+01	-5.89505754E+01	
-1.80000000E+01	-5.51176829E+01	-6.06625303E+01	-5.66166377E+01	-5.79788055E+01	-6.07517259E+01	-6.10801477E+01	-6.03582865E+01	-6.01822365E+01	-6.00335976E+01	
-1.70000000E+01	-5.54279619E+01	-6.18384455E+01	-5.69527295E+01	-5.82893688E+01	-6.14194748E+01	-6.20780620E+01	-6.15264989E+01	-6.13372118E+01	-6.11706417E+01	
-1.60000000E+01	-5.56941697E+01	-6.29966771E+01	-5.72240420E+01	-5.84974830E+01	-6.18950256E+01	-6.29365840E+01	-6.26990125E+01	-6.25069602E+01	-6.23237916E+01	
-1.50000000E+01	-5.59119696E+01	-6.40292311E+01	-5.74236740E+01	-5.85981841E+01	-6.21242741E+01	-6.35376517E+01	-6.37842833E+01	-6.36104562E+01	-6.34190934E+01	
-1.40000000E+01	-5.60794370E+01	-6.47794355E+01	-5.75497658E+01	-5.85960812E+01	-6.20934300E+01	-6.37819929E+01	-6.46395207E+01	-6.45167657E+01	-6.43348479E+01	
-1.30000000E+01	-5.61971089E+01	-6.50959066E+01	-5.76052159E+01	-5.85037020E+01	-6.18349992E+01	-6.36487340E+01	-6.51048701E+01	-6.50675417E+01	-6.49190576E+01	
-1.20000000E+01	-5.62677457E+01	-6.49350803E+01	-5.75969557E+01	-5.83385559E+01	-6.14117169E+01	-6.32093887E+01	-6.50933057E+01	-6.51543831E+01	-6.50600795E+01	
-1.10000000E+01	-5.62959338E+01	-6.43956895E+01	-5.75342322E+01	-5.81198408E+01	-6.08904541E+01	-6.25800661E+01	-6.46623541E+01	-6.48053480E+01	-6.47686310E+01	
-1.00000000E+01	-5.62874320E+01	-6.36408690E+01	-5.74283556E+01	-5.78655269E+01	-6.03258099E+01	-6.18650617E+01	-6.39652163E+01	-6.41598834E+01	-6.41684498E+01	
-9.00000000E+00	-5.62486106E+01	-6.28077078E+01	-5.72899325E+01	-5.75909399E+01	-5.97553814E+01	-6.11358264E+01	-6.31524257E+01	-6.33703707E+01	-6.34085600E+01	
-8.00000000E+00	-5.61857447E+01	-6.19797223E+01	-5.71292400E+01	-5.73081742E+01	-5.92019842E+01	-6.04323625E+01	-6.23221752E+01	-6.25462658E+01	-6.26015968E+01	
-7.00000000E+00	-5.61049474E+01	-6.11983117E+01	-5.69550236E+01	-5.70263047E+01	-5.86787105E+01	-5.97740335E+01	-6.15286015E+01	-6.17491294E+01	-6.18126743E+01	
-6.00000000E+00	-5.60115418E+01	-6.04799780E+01	-5.67741788E+01	-5.67517033E+01	-5.81914734E+01	-5.91684899E+01	-6.07935782E+01	-6.10065162E+01	-6.10728281E+01	
-5.00000000E+00	-5.59101841E+01	-5.98284284E+01	-5.65924984E+01	-5.64887948E+01	-5.77424626E+01	-5.86168582E+01	-6.01249639E+01	-6.03276582E+01	-6.03939211E+01	
-4.00000000E+00	-5.58047857E+01	-5.92417783E+01	-5.64140981E+01	-5.62403812E+01	-5.73314082E+01	-5.81171754E+01	-5.95211128E+01	-5.97144228E+01	-5.97785577E+01	
-3.00000000E+00	-5.56984966E+01	-5.87154958E+01	-5.62423538E+01	-5.60081734E+01	-5.69569961E+01	-5.76662814E+01	-5.89791108E+01	-5.91633124E+01	-5.92244903E+01	
-2.00000000E+00	-5.55938627E+01	-5.82445304E+01	-5.60794507E+01	-5.57930015E+01	-5.66174294E+01	-5.72604140E+01	-5.84940205E+01	-5.86689792E+01	-5.87270532E+01	
-1.00000000E+00	-5.54928740E+01	-5.78237454E+01	-5.59268479E+01	-5.55951644E+01	-5.63104739E+01	-5.68959648E+01	-5.80605397E+01	-5.82271313E+01	-5.82817219E+01	
0.00000000E+00	-5.53969687E+01	-5.74483723E+01	-5.57855484E+01	-5.54146960E+01	-5.60340268E+01	-5.65693782E+01	-5.76737234E+01	-5.78325486E+01	-5.78839359E+01	
1.00000000E+00	-5.53072590E+01	-5.71142811E+01	-5.56561824E+01	-5.52511199E+01	-5.57859262E+01	-5.62776968E+01	-5.73298746E+01	-5.74815990E+01	-5.75291614E+01	
2.00000000E+00	-5.52244826E+01	-5.68177438E+01	-5.55389730E+01	-5.51039492E+01	-5.55641502E+01	-5.60178958E+01	-5.70242130E+01	-5.71696626E+01	-5.72138806E+01	
3.00000000E+00	-5.51490564E+01	-5.65553089E+01	-5.54338498E+01	-5.49725190E+01	-5.53667529E+01	-5.57873137E+01	-5.67538851E+01	-5.68934136E+01	-5.69340224E+01	
4.00000000E+00	-5.50811101E+01	-5.63241589E+01	-5.53402446E+01	-5.48558809E+01	-5.51919407E+01	-5.55837492E+01	-5.65153757E+01	-5.66494242E+01	-5.66867811E+01	
5.00000000E+00	-5.50205072E+01	-5.61213481E+01	-5.52578771E+01	-5.47532014E+01	-5.50379666E+01	-5.54047952E+01	-5.63062817E+01	-5.64352882E+01	-5.64689011E+01	
6.00000000E+00	-5.49668928E+01	-5.59444056E+01	-5.51857415E+01	-5.46632888E+01	-5.49029666E+01	-5.52483698E+01	-5.61236907E+01	-5.62474030E+01	-5.62778211E+01	
7.00000000E+00	-5.49195312E+01	-5.57907969E+01	-5.51228762E+01	-5.45847788E+01	-5.47850213E+01	-5.51122888E+01	-5.59650348E+01	-5.60839027E+01	-5.61107085E+01	
8.00000000E+00	-5.48774484E+01	-5.56579869E+01	-5.50676742E+01	-5.45162161E+01	-5.46822740E+01	-5.49943104E+01	-5.58275192E+01	-5.59418367E+01	-5.59649035E+01	
9.00000000E+00	-5.48393155E+01	-5.55432635E+01	-5.50187489E+01	-5.44558096E+01	-5.45924844E+01	-5.48921329E+01	-5.57086942E+01	-5.58180034E+01	-5.58376606E+01	
1.00000000E+01	-5.48034091E+01	-5.54438267E+01	-5.49735156E+01	-5.44014420E+01	-5.45132278E+01	-5.48030895E+01	-5.56054685E+01	-5.57101947E+01	-5.57257665E+01	
1.10000000E+01	-5.47676608E+01	-5.53565341E+01	-5.49298281E+01	-5.43507083E+01	-5.44419007E+01	-5.47243904E+01	-5.55147891E+01	-5.56146097E+01	-5.56261163E+01	
1.20000000E+01	-5.47295965E+01	-5.52778235E+01	-5.48844957E+01	-5.43009107E+01	-5.43754442E+01	-5.46527493E+01	-5.54329144E+01	-5.55277222E+01	-5.55350998E+01	
1.30000000E+01	-5.46863750E+01	-5.52038680E+01	-5.48343945E+01	-5.42488951E+01	-5.43105692E+01	-5.45846584E+01	-5.53558813E+01	-5.54453070E+01	-5.54487225E+01	
1.40000000E+01	-5.46348303E+01	-5.51303100E+01	-5.47758052E+01	-5.41913812E+01	-5.42435753E+01	-5.45161846E+01	-5.52795063E+01	-5.53635818E+01	-5.53629813E+01	
1.50000000E+01	-5.45716387E+01	-5.50526617E+01	-5.47050496E+01	-5.41247227E+01	-5.41704791E+01	-5.44430890E+01	-5.51991720E+01	-5.52776433E+01	-5.52729330E+01	
1.60000000E+01	-5.44933980E+01	-5.49660047E+01	-5.46181921E+01	-5.40454383E+01	-5.40875289E+01	-5.43610219E+01	-5.51100492E+01	-5.51825624E+01	-5.51742674E+01	
1.70000000E+01	-5.43969688E+01	-5.48658068E+01	-5.45118741E+01	-5.39501306E+01	-5.39907711E+01	-5.42657463E+01	-5.50072061E+01	-5.50742252E+01	-5.50625793E+01	
1.80000000E+01	-5.42796345E+01	-5.47477254E+01	-5.43831286E+01	-5.38359311E+01	-5.38767603E+01	-5.41532988E+01	-5.48865076E+01	-5.49482768E+01	-5.49339073E+01	
1.90000000E+01	-5.41394677E+01	-5.46082516E+01	-5.42300801E+01	-5.37007235E+01	-5.37428604E+01	-5.40205156E+01	-5.47446168E+01	-5.48009448E+01	-5.47850521E+01	
2.00000000E+01	-5.39755816E+01	-5.44450176E+01	-5.40518336E+01	-5.35433550E+01	-5.35872761E+01	-5.38652403E+01	-5.45792029E+01	-5.46309140E+01	-5.46141625E+01	
2.10000000E+01	-5.37883272E+01	-5.42572965E+01	-5.38491336E+01	-5.33640443E+01	-5.34097781E+01	-5.36867054E+01	-5.43891332E+01	-5.44375036E+01	-5.44206728E+01	
2.20000000E+01	-5.35794457E+01	-5.40460494E+01	-5.36241057E+01	-5.31642314E+01	-5.32112087E+01	-5.34857970E+01	-5.41758079E+01	-5.42214786E+01	-5.42060851E+01	
2.30000000E+01	-5.33519544E+01	-5.38139363E+01	-5.33802890E+01	-5.29468705E+01	-5.29942233E+01	-5.32648419E+01	-5.39417972E+01	-5.39861375E+01	-5.39729452E+01	
2.40000000E+01	-5.31101268E+01	-5.35653649E+01	-5.31225469E+01	-5.27160006E+01	-5.27627116E+01	-5.30280282E+01	-5.36916692E+01	-5.37355382E+01	-5.37258863E+01	
2.50000000E+01	-5.28592046E+01	-5.33060995E+01	-5.28565462E+01	-5.24767761E+01	-5.25217336E+01	-5.27804922E+01	-5.34312475E+01	-5.34762489E+01	-5.34705733E+01	
2.60000000E+01	-5.26051124E+01	-5.30428315E+01	-5.25887713E+01	-5.22350978E+01	-5.22772695E+01	-5.25285516E+01	-5.31672318E+01	-5.32139622E+01	-5.32135266E+01	
2.70000000E+01	-5.23541985E+01	-5.27830481E+01	-5.23258723E+01	-5.19972407E+01	-5.20357866E+01	-5.22791079E+01	-5.29070031E+01	-5.29566680E+01	-5.29618432E+01	
2.80000000E+01	-5.21129619E+01	-5.25341256E+01	-5.20746167E+01	-5.17696830E+01	-5.18040654E+01	-5.20393146E+01	-5.26579729E+01	-5.27118764E+01	-5.27227858E+01	
2.90000000E+01	-5.18878115E+01	-5.23036772E+01	-5.18415394E+01	-5.15588612E+01	-5.15887974E+01	-5.18162772E+01	-5.24278892E+01	-5.24863535E+01	-5.25038333E+01	
3.00000000E+01	-5.16849024E+01	-5.20988603E+01	-5.16327349E+01	-5.13709130E+01	-5.13964861E+01	-5.16169042E+01	-5.22238067E+01	-5.22875060E+01	-5.23116626E+01	
3.10000000E+01	-5.15100340E+01	-5.19263253E+01	-5.14539959E+01	-5.12115555E+01	-5.12332223E+01	-5.14476681E+01	-5.20523652E+01	-5.21223472E+01	-5.21527104E+01	
3.20000000E+01	-5.13684730E+01	-5.17922898E+01	-5.13103760E+01	-5.10860071E+01	-5.11045712E+01	-5.13144970E+01	-5.19198004E+01	-5.19960773E+01	-5.20328770E+01	
3.30000000E+01	-5.12649439E+01	-5.17021282E+01	-5.12062892E+01	-5.09987556E+01	-5.10155208E+01	-5.12227206E+01	-5.18315221E+01	-5.19146018E+01	-5.19573734E+01	
3.40000000E+01	-5.12034219E+01	-5.16605608E+01	-5.11451928E+01	-5.09534784E+01	-5.09701490E+01	-5.11767540E+01	-5.17916880E+01	-5.18821065E+01	-5.19307411E+01	
3.50000000E+01	-5.11870030E+01	-5.16710953E+01	-5.11295258E+01	-5.09527214E+01	-5.09715045E+01	-5.11800969E+01	-5.18044023E+01	-5.19021301E+01	-5.19561426E+01	
3.60000000E+01	-5.12175604E+01	-5.17358786E+01	-5.11601094E+01	-5.09974316E+01	-5.10213408E+01	-5.12348560E+01	-5.18714822E+01	-5.19765336E+01	-5.20353291E+01	
3.70000000E+01	-5.12953096E+01	-5.18550406E+01	-5.12357638E+01	-5.10865117E+01	-5.11192989E+01	-5.13411986E+01	-5.19927194E+01	-5.21048760E+01	-5.21676990E+01	
3.80000000E+01	-5.14181529E+01	-5.20258219E+01	-5.13524258E+01	-5.12158692E+01	-5.12623645E+01	-5.14964790E+01	-5.21653901E+01	-5.22842094E+01	-5.23496319E+01	
3.90000000E+01	-5.15806987E+01	-5.22409282E+01	-5.15020353E+01	-5.13773079E+01	-5.14433860E+01	-5.16941689E+01	-5.23817161E+01	-5.25061342E+01	-5.25723195E+01	
4.00000000E+01	-5.17730656E+01	-5.24870449E+01	-5.16714175E+01	-5.15573077E+01	-5.16501909E+01	-5.19221088E+01	-5.26283072E+01	-5.27564054E+01	-5.28214374E+01	
4.10000000E+01	-5.19796306E+01	-5.27429663E+01	-5.18411309E+01	-5.17358521E+01	-5.18635316E+01	-5.21609838E+01	-5.28832725E+01	-5.30126220E+01	-5.30736230E+01	
4.20000000E+01	-5.21780549E+01	-5.29782633E+01	-5.19853982E+01	-5.18863699E+01	-5.20569521E+01	-5.23831898E+01	-5.31160862E+01	-5.32427704E+01	-5.32970021E+01	
4.30000000E+01	-5.23396796E+01	-5.31543350E+01	-5.20739167E+01	-5.19776783E+01	-5.21977635E+01	-5.25537963E+01	-5.32878653E+01	-5.34076101E+01	-5.34523531E+01	
4.40000000E+01	-5.24325127E+01	-5.32307128E+01	-5.20768329E+01	-5.19791548E+01	-5.22518618E+01	-5.26352487E+01	-5.33587300E+01	-5.34671654E+01	-5.35011222E+01	
4.50000000E+01	-5.24274329E+01	-5.31754119E+01	-5.19722253E+01	-5.18685305E+01	-5.21919353E+01	-5.25965325E+01	-5.32980072E+01	-5.33921880E+01	-5.34159742E+01	
4.60000000E+01	-5.23065419E+01	-5.29768573E+01	-5.17532082E+01	-5.16397556E+01	-5.20066269E+01	-5.24236248E+01	-5.30949355E+01	-5.31746703E+01	-5.31908357E+01	
4.70000000E+01	-5.20697402E+01	-5.26496760E+01	-5.14315466E+01	-5.13055082E+01	-5.17053576E+01	-5.21259361E+01	-5.27657873E+01	-5.28333447E+01	-5.28465330E+01	
4.80000000E+01	-5.17357147E+01	-5.22299023E+01	-5.10342689E+01	-5.08942304E+01	-5.13162295E+01	-5.17336737E+01	-5.23470985E+01	-5.24064426E+01	-5.24207865E+01	
4.90000000E+01	-5.13365818E+01	-5.17638647E+01	-5.05965304E+01	-5.04420904E+01	-5.08775258E+01	-5.12885784E+01	-5.18854593E+01	-5.19411240E+01	-5.19605814E+01	
5.00000000E+01	-5.09095733E+01	-5.12970206E+01	-5.01542114E+01	-4.99853877E+01	-5.04288476E+01	-5.08336341E+01	-5.14253917E+01	-5.14818892E+01	-5.15094396E+01	
5.10000000E+01	-5.04900601E+01	-5.08675871E+01	-4.97388250E+01	-4.95557015E+01	-5.00051548E+01	-5.04062633E+01	-5.10049440E+01	-5.10656741E+01	-5.11031608E+01	
5.20000000E+01	-5.01076764E+01	-5.05048763E+01	-4.93757598E+01	-4.91781694E+01	-4.96342286E+01	-5.00360032E+01	-5.06528474E+01	-5.07205294E+01	-5.07694521E+01	
5.30000000E+01	-4.97853624E+01	-5.02305056E+01	-4.90841704E+01	-4.88716143E+01	-4.93370698E+01	-4.97449797E+01	-5.03906648E+01	-5.04673791E+01	-5.05283894E+01	
5.40000000E+01	-4.95398156E+01	-5.00601672E+01	-4.88779712E+01	-4.86496341E+01	-4.91288967E+01	-4.95491834E+01	-5.02337868E+01	-5.03214572E+01	-5.03947986E+01	
5.50000000E+01	-4.93825349E+01	-5.00051716E+01	-4.87664538E+01	-4.85214738E+01	-4.90205025E+01	-4.94599583E+01	-5.01932231E+01	-5.02934300E+01	-5.03797395E+01	
5.60000000E+01	-4.93204707E+01	-5.00734987E+01	-4.87548623E+01	-4.84927959E+01	-4.90189815E+01	-4.94851896E+01	-5.02771544E+01	-5.03914263E+01	-5.04907264E+01	
5.70000000E+01	-4.93560575E+01	-5.02697497E+01	-4.88436436E+01	-4.85653844E+01	-4.91278545E+01	-4.96292982E+01	-5.04900074E+01	-5.06195729E+01	-5.07317176E+01	
5.80000000E+01	-4.94863524E+01	-5.05941513E+01	-4.90269733E+01	-4.87362841E+01	-4.93461961E+01	-4.98922885E+01	-5.08310308E+01	-5.09771466E+01	-5.11018182E+01	
5.90000000E+01	-4.97008183E+01	-5.10390463E+01	-4.92893927E+01	-4.89956087E+01	-4.96666617E+01	-5.02676050E+01	-5.12915332E+01	-5.14546677E+01	-5.15903615E+01	
6.00000000E+01	-4.99779012E+01	-5.15834166E+01	-4.96012363E+01	-4.93233430E+01	-5.00719206E+01	-5.07378044E+01	-5.18480616E+01	-5.20275882E+01	-5.21711180E+01	
6.10000000E+01	-5.02806519E+01	-5.21841369E+01	-4.99134861E+01	-4.96850318E+01	-5.05293498E+01	-5.12682673E+01	-5.24535672E+01	-5.26460470E+01	-5.27918045E+01	
6.20000000E+01	-5.05538790E+01	-5.27676031E+01	-5.01570117E+01	-5.00291898E+01	-5.09870534E+01	-5.18010484E+01	-5.30286909E+01	-5.32271991E+01	-5.33663960E+01	
6.30000000E+01	-5.07282639E+01	-5.32319413E+01	-5.02537728E+01	-5.02910158E+01	-5.13747732E+01	-5.22553584E+01	-5.34679738E+01	-5.36614180E+01	-5.37847791E+01	
6.40000000E+01	-5.07373979E+01	-5.34775836E+01	-5.01445588E+01	-5.04077820E+01	-5.16192497E+01	-5.25457662E+01	-5.36743468E+01	-5.38516336E+01	-5.39532235E+01	
6.50000000E+01	-5.05453216E+01	-5.34631477E+01	-4.98199943E+01	-5.03451838E+01	-5.16751453E+01	-5.26217396E+01	-5.36181714E+01	-5.37743792E+01	-5.38572206E+01	
6.60000000E+01	-5.01659523E+01	-5.32411715E+01	-4.93279972E+01	-5.01169936E+01	-5.15529957E+01	-5.25028750E+01	-5.33659595E+01	-5.35051496E+01	-5.35795596E+01	
6.70000000E+01	-4.96567606E+01	-5.29320279E+01	-4.87498149E+01	-4.97814043E+01	-5.13193356E+01	-5.22747666E+01	-5.30452981E+01	-5.31780450E+01	-5.32553241E+01	
6.80000000E+01	-4.90925360E+01	-5.26703992E+01	-4.81685981E+01	-4.94175617E+01	-5.10695293E+01	-5.20518703E+01	-5.27908795E+01	-5.29280098E+01	-5.30196709E+01	
6.90000000E+01	-4.85414579E+01	-5.25745155E+01	-4.76513822E+01	-4.91028505E+01	-5.08995868E+01	-5.19455578E+01	-5.27182071E+01	-5.28712409E+01	-5.29865999E+01	
