Far field
"Plane Wave Phi"[deg]	"2Blades_SEP_lam80_Carbide [dBsm]"	"2Blades_SEP_lam8_Carbide [dBsm]"	"2Blades_SEP_lam16_Carbide [dBsm]"	"2Blades_SEP_lam20_Carbide [dBsm]"	"2Blades_SEP_lam32_Carbide [dBsm]"	"2Blades_SEP_lam40_Carbide [dBsm]"	"2Blades_SEP_lam64_Carbide [dBsm]"	
-7.70000000E+01	-4.01513125E+01	-3.43777996E+01	-3.46502240E+01	-3.51516447E+01	-3.89625766E+01	-4.00305625E+01	-4.02852806E+01	
-7.60000000E+01	-3.88281642E+01	-3.44282908E+01	-3.46318710E+01	-3.50923543E+01	-3.82370676E+01	-3.89062259E+01	-3.89435031E+01	
-7.50000000E+01	-3.74171490E+01	-3.43473911E+01	-3.44274669E+01	-3.48113109E+01	-3.71829194E+01	-3.75553697E+01	-3.75033317E+01	
-7.40000000E+01	-3.61617390E+01	-3.42079917E+01	-3.41456173E+01	-3.44305483E+01	-3.60994782E+01	-3.62913781E+01	-3.62216131E+01	
-7.30000000E+01	-3.51640808E+01	-3.40806408E+01	-3.38951448E+01	-3.40754537E+01	-3.51774105E+01	-3.52655897E+01	-3.52044815E+01	
-7.20000000E+01	-3.44479413E+01	-3.40156217E+01	-3.37506235E+01	-3.38315105E+01	-3.44950753E+01	-3.45221210E+01	-3.44755004E+01	
-7.10000000E+01	-3.39996329E+01	-3.40383543E+01	-3.37465613E+01	-3.37384408E+01	-3.40639238E+01	-3.40529859E+01	-3.40195718E+01	
-7.00000000E+01	-3.37873840E+01	-3.41525378E+01	-3.38852541E+01	-3.38009129E+01	-3.38625164E+01	-3.38267227E+01	-3.38037272E+01	
-6.90000000E+01	-3.37694094E+01	-3.43462398E+01	-3.41460108E+01	-3.39996864E+01	-3.38534740E+01	-3.38003156E+01	-3.37848622E+01	
-6.80000000E+01	-3.38982847E+01	-3.45986609E+01	-3.44940347E+01	-3.43015886E+01	-3.39914871E+01	-3.39257206E+01	-3.39146893E+01	
-6.70000000E+01	-3.41245099E+01	-3.48865450E+01	-3.48883137E+01	-3.46667796E+01	-3.42289968E+01	-3.41530998E+01	-3.41431367E+01	
-6.60000000E+01	-3.44000381E+01	-3.51896421E+01	-3.52901561E+01	-3.50560491E+01	-3.45207862E+01	-3.44351910E+01	-3.44218250E+01	
-6.50000000E+01	-3.46840714E+01	-3.54943046E+01	-3.56707314E+01	-3.54377688E+01	-3.48288017E+01	-3.47323438E+01	-3.47095404E+01	
-6.40000000E+01	-3.49479778E+01	-3.57944740E+01	-3.60147668E+01	-3.57919095E+01	-3.51262900E+01	-3.50162069E+01	-3.49774642E+01	
-6.30000000E+01	-3.51783733E+01	-3.60912375E+01	-3.63208084E+01	-3.61122264E+01	-3.53999792E+01	-3.52730598E+01	-3.52119303E+01	
-6.20000000E+01	-3.53775151E+01	-3.63911377E+01	-3.65987127E+01	-3.64035733E+01	-3.56500844E+01	-3.55031720E+01	-3.54152214E+01	
-6.10000000E+01	-3.55612835E+01	-3.67048638E+01	-3.68655477E+01	-3.66811504E+01	-3.58882202E+01	-3.57195955E+01	-3.56024124E+01	
-6.00000000E+01	-3.57528310E+01	-3.70456525E+01	-3.71433905E+01	-3.69655389E+01	-3.61344648E+01	-3.59430902E+01	-3.57971692E+01	
-5.90000000E+01	-3.59787900E+01	-3.74275538E+01	-3.74558418E+01	-3.72806929E+01	-3.64123631E+01	-3.61984643E+01	-3.60257643E+01	
-5.80000000E+01	-3.62635267E+01	-3.78633943E+01	-3.78251450E+01	-3.76486638E+01	-3.67449805E+01	-3.65090379E+01	-3.63124638E+01	
-5.70000000E+01	-3.66252413E+01	-3.83622901E+01	-3.82686689E+01	-3.80878614E+01	-3.71507702E+01	-3.68931550E+01	-3.66760099E+01	
-5.60000000E+01	-3.70746495E+01	-3.89279474E+01	-3.87966917E+01	-3.86083103E+01	-3.76406901E+01	-3.73616325E+01	-3.71271386E+01	
-5.50000000E+01	-3.76131507E+01	-3.95566119E+01	-3.94102180E+01	-3.92115915E+01	-3.82165353E+01	-3.79162051E+01	-3.76676514E+01	
-5.40000000E+01	-3.82337228E+01	-4.02376306E+01	-4.01004433E+01	-3.98895216E+01	-3.88710970E+01	-3.85489959E+01	-3.82898916E+01	
-5.30000000E+01	-3.89197991E+01	-4.09541938E+01	-4.08495581E+01	-4.06244537E+01	-3.95877075E+01	-3.92438346E+01	-3.89774838E+01	
-5.20000000E+01	-3.96482031E+01	-4.16865903E+01	-4.16328251E+01	-4.13932195E+01	-4.03431877E+01	-3.99774125E+01	-3.97074878E+01	
-5.10000000E+01	-4.03910992E+01	-4.24156913E+01	-4.24235923E+01	-4.21703715E+01	-4.11103173E+01	-4.07231597E+01	-4.04523114E+01	
-5.00000000E+01	-4.11211762E+01	-4.31268607E+01	-4.31978853E+01	-4.29328848E+01	-4.18629326E+01	-4.14553352E+01	-4.11845110E+01	
-4.90000000E+01	-4.18137674E+01	-4.38124034E+01	-4.39389747E+01	-4.36653222E+01	-4.25802054E+01	-4.21529861E+01	-4.18804930E+01	
-4.80000000E+01	-4.24524740E+01	-4.44714262E+01	-4.46391311E+01	-4.43599317E+01	-4.32487174E+01	-4.28028790E+01	-4.25237321E+01	
-4.70000000E+01	-4.30302001E+01	-4.51086201E+01	-4.52990261E+01	-4.50174725E+01	-4.38639100E+01	-4.34004757E+01	-4.31077791E+01	
-4.60000000E+01	-4.35496537E+01	-4.57327599E+01	-4.59240827E+01	-4.56433740E+01	-4.44296557E+01	-4.39494113E+01	-4.36347752E+01	
-4.50000000E+01	-4.40231281E+01	-4.63559479E+01	-4.65247539E+01	-4.62476698E+01	-4.49564491E+01	-4.44602505E+01	-4.41169090E+01	
-4.40000000E+01	-4.44706571E+01	-4.69945078E+01	-4.71166841E+01	-4.68462092E+01	-4.54614201E+01	-4.49503019E+01	-4.45727589E+01	
-4.30000000E+01	-4.49180957E+01	-4.76690625E+01	-4.77207644E+01	-4.74585512E+01	-4.59686469E+01	-4.54426790E+01	-4.50279140E+01	
-4.20000000E+01	-4.53944907E+01	-4.84062531E+01	-4.83654243E+01	-4.81123010E+01	-4.65061789E+01	-4.59643789E+01	-4.55117260E+01	
-4.10000000E+01	-4.59300039E+01	-4.92357387E+01	-4.90840797E+01	-4.88388002E+01	-4.71052646E+01	-4.65446754E+01	-4.60539102E+01	
-4.00000000E+01	-4.65530686E+01	-5.01910487E+01	-4.99144431E+01	-4.96730361E+01	-4.77975372E+01	-4.72128220E+01	-4.66834720E+01	
-3.90000000E+01	-4.72901091E+01	-5.13075875E+01	-5.08943409E+01	-5.06509334E+01	-4.86139386E+01	-4.79962873E+01	-4.74267205E+01	
-3.80000000E+01	-4.81646557E+01	-5.26212759E+01	-5.20639346E+01	-5.18096975E+01	-4.95830917E+01	-4.89202220E+01	-4.83084553E+01	
-3.70000000E+01	-4.91974641E+01	-5.41664386E+01	-5.34628266E+01	-5.31850832E+01	-5.07331240E+01	-5.00064384E+01	-4.93485210E+01	
-3.60000000E+01	-5.04074957E+01	-5.59654790E+01	-5.51276911E+01	-5.48094706E+01	-5.20903579E+01	-5.12735955E+01	-5.05661626E+01	
-3.50000000E+01	-5.18121835E+01	-5.79931460E+01	-5.70749547E+01	-5.66962744E+01	-5.36793691E+01	-5.27353252E+01	-5.19745129E+01	
-3.40000000E+01	-5.34214258E+01	-6.00683423E+01	-5.92418253E+01	-5.87948984E+01	-5.55158658E+01	-5.43922366E+01	-5.35823639E+01	
-3.30000000E+01	-5.52395387E+01	-6.16712954E+01	-6.13107435E+01	-6.08506761E+01	-5.75806745E+01	-5.62136131E+01	-5.53812028E+01	
-3.20000000E+01	-5.72302515E+01	-6.21203736E+01	-6.25279126E+01	-6.22438628E+01	-5.97498231E+01	-5.80959157E+01	-5.73139832E+01	
