Far field
"Plane Wave Phi"[deg]	"1Blade_SEP_lam8_Carbide [dBsm]"	"1Blade_SEP_lam16_Carbide [dBsm]"	"1Blade_SEP_lam20_Carbide [dBsm]"	"1Blade_SEP_lam25_Carbide [dBsm]"	"1Blade_SEP_lam32_Carbide [dBsm]"	"1Blade_SEP_lam40_Carbide [dBsm]"	"1Blade_SEP_lam64_Carbide [dBsm]"	"1Blade_SEP_lam80_Carbide [dBsm]"	"1Blade_SEP_lam120_Carbide [dBsm]"	
-5.70000000E+01	-3.81393607E+01	-3.98530129E+01	-3.90613803E+01	-3.94011280E+01	-3.96210461E+01	-3.98215903E+01	-3.98917969E+01	-3.99311353E+01	-3.99660002E+01	
-5.60000000E+01	-3.70168772E+01	-3.80004549E+01	-3.75970957E+01	-3.77768437E+01	-3.78978941E+01	-3.80233654E+01	-3.80085773E+01	-3.80123071E+01	-3.80084154E+01	
-5.50000000E+01	-3.62961061E+01	-3.69023526E+01	-3.67035761E+01	-3.67936902E+01	-3.68666767E+01	-3.69522474E+01	-3.68937884E+01	-3.68794028E+01	-3.68536720E+01	
-5.40000000E+01	-3.58620600E+01	-3.63157615E+01	-3.62138750E+01	-3.62546620E+01	-3.63105462E+01	-3.63753727E+01	-3.62995522E+01	-3.62750657E+01	-3.62390932E+01	
-5.30000000E+01	-3.55963101E+01	-3.60898556E+01	-3.59935313E+01	-3.60184680E+01	-3.60842594E+01	-3.61429289E+01	-3.60734800E+01	-3.60456970E+01	-3.60072631E+01	
-5.20000000E+01	-3.53665594E+01	-3.60894761E+01	-3.59033051E+01	-3.59475710E+01	-3.60514710E+01	-3.61179940E+01	-3.60797053E+01	-3.60585530E+01	-3.60242555E+01	
-5.10000000E+01	-3.50322974E+01	-3.61479961E+01	-3.57756108E+01	-3.58759196E+01	-3.60460504E+01	-3.61325601E+01	-3.61512117E+01	-3.61415859E+01	-3.61231253E+01	
-5.00000000E+01	-3.44816540E+01	-3.60456021E+01	-3.54321011E+01	-3.56146711E+01	-3.58635869E+01	-3.59771016E+01	-3.60649598E+01	-3.60744272E+01	-3.60720533E+01	
-4.90000000E+01	-3.36802404E+01	-3.55723170E+01	-3.47581062E+01	-3.50192371E+01	-3.53293049E+01	-3.54626609E+01	-3.56005786E+01	-3.56255771E+01	-3.56361600E+01	
-4.80000000E+01	-3.26807283E+01	-3.46574803E+01	-3.37693083E+01	-3.40761232E+01	-3.44044777E+01	-3.45395815E+01	-3.46814691E+01	-3.47106411E+01	-3.47211336E+01	
-4.70000000E+01	-3.15791494E+01	-3.34184441E+01	-3.25851923E+01	-3.28981356E+01	-3.32040494E+01	-3.33232686E+01	-3.34277768E+01	-3.34477241E+01	-3.34477084E+01	
-4.60000000E+01	-3.04650477E+01	-3.20442926E+01	-3.13400783E+01	-3.16318521E+01	-3.18932860E+01	-3.19878817E+01	-3.20350123E+01	-3.20388944E+01	-3.20216142E+01	
-4.50000000E+01	-2.93995270E+01	-3.06818455E+01	-3.01300021E+01	-3.03875883E+01	-3.05984674E+01	-3.06667763E+01	-3.06535826E+01	-3.06421790E+01	-3.06057104E+01	
-4.40000000E+01	-2.84163758E+01	-2.94102012E+01	-2.90076037E+01	-2.92269711E+01	-2.93894967E+01	-2.94332552E+01	-2.93656365E+01	-2.93395027E+01	-2.92861936E+01	
-4.30000000E+01	-2.75304999E+01	-2.82620760E+01	-2.79947250E+01	-2.81766993E+01	-2.82961810E+01	-2.83183292E+01	-2.82036063E+01	-2.81645691E+01	-2.80965855E+01	
-4.20000000E+01	-2.67459137E+01	-2.72449996E+01	-2.70972447E+01	-2.72445456E+01	-2.73265410E+01	-2.73297992E+01	-2.71744955E+01	-2.71243330E+01	-2.70441492E+01	
-4.10000000E+01	-2.60608319E+01	-2.63553733E+01	-2.63125713E+01	-2.64283884E+01	-2.64778159E+01	-2.64648443E+01	-2.62746662E+01	-2.62148759E+01	-2.61243523E+01	
-4.00000000E+01	-2.54706793E+01	-2.55854849E+01	-2.56346638E+01	-2.57222879E+01	-2.57438337E+01	-2.57162941E+01	-2.54960090E+01	-2.54279094E+01	-2.53283429E+01	
-3.90000000E+01	-2.49698048E+01	-2.49261571E+01	-2.50565327E+01	-2.51187505E+01	-2.51159794E+01	-2.50756838E+01	-2.48289587E+01	-2.47535645E+01	-2.46456659E+01	
-3.80000000E+01	-2.45523784E+01	-2.43686885E+01	-2.45707170E+01	-2.46103109E+01	-2.45861586E+01	-2.45347406E+01	-2.42647281E+01	-2.41825940E+01	-2.40677521E+01	
-3.70000000E+01	-2.42128270E+01	-2.39048405E+01	-2.41705846E+01	-2.41899435E+01	-2.41470925E+01	-2.40856220E+01	-2.37945056E+01	-2.37068948E+01	-2.35854719E+01	
-3.60000000E+01	-2.39459589E+01	-2.35277087E+01	-2.38499906E+01	-2.38512612E+01	-2.37920082E+01	-2.37216157E+01	-2.34118785E+01	-2.33186829E+01	-2.31914948E+01	
-3.50000000E+01	-2.37470856E+01	-2.32309691E+01	-2.36035291E+01	-2.35888052E+01	-2.35150580E+01	-2.34366319E+01	-2.31102038E+01	-2.30118264E+01	-2.28798062E+01	
-3.40000000E+01	-2.36120724E+01	-2.30092180E+01	-2.34264819E+01	-2.33975121E+01	-2.33109787E+01	-2.32254844E+01	-2.28837028E+01	-2.27809838E+01	-2.26442460E+01	
-3.30000000E+01	-2.35373262E+01	-2.28579139E+01	-2.33148606E+01	-2.32733389E+01	-2.31757281E+01	-2.30838304E+01	-2.27284558E+01	-2.26215252E+01	-2.24804512E+01	
-3.20000000E+01	-2.35196873E+01	-2.27732887E+01	-2.32650469E+01	-2.32126728E+01	-2.31053667E+01	-2.30077774E+01	-2.26397641E+01	-2.25294295E+01	-2.23842322E+01	
-3.10000000E+01	-2.35564478E+01	-2.27520592E+01	-2.32741634E+01	-2.32124383E+01	-2.30969543E+01	-2.29943274E+01	-2.26150241E+01	-2.25013235E+01	-2.23522252E+01	
-3.00000000E+01	-2.36453673E+01	-2.27916011E+01	-2.33398432E+01	-2.32701970E+01	-2.31478755E+01	-2.30407317E+01	-2.26514398E+01	-2.25343901E+01	-2.23821121E+01	
-2.90000000E+01	-2.37846058E+01	-2.28897899E+01	-2.34598821E+01	-2.33839122E+01	-2.32559316E+01	-2.31451773E+01	-2.27467245E+01	-2.26266873E+01	-2.24711215E+01	
-2.80000000E+01	-2.39726779E+01	-2.30450184E+01	-2.36328147E+01	-2.35520599E+01	-2.34197512E+01	-2.33058899E+01	-2.28992592E+01	-2.27766748E+01	-2.26178673E+01	
-2.70000000E+01	-2.42084863E+01	-2.32560856E+01	-2.38576524E+01	-2.37734764E+01	-2.36381460E+01	-2.35217510E+01	-2.31077656E+01	-2.29826979E+01	-2.28211385E+01	
-2.60000000E+01	-2.44913410E+01	-2.35223065E+01	-2.41334834E+01	-2.40474836E+01	-2.39105394E+01	-2.37921160E+01	-2.33715701E+01	-2.32441486E+01	-2.30802386E+01	
-2.50000000E+01	-2.48209160E+01	-2.38436226E+01	-2.44601009E+01	-2.43739054E+01	-2.42365595E+01	-2.41168216E+01	-2.36907321E+01	-2.35612176E+01	-2.33944687E+01	
-2.40000000E+01	-2.51972597E+01	-2.42201460E+01	-2.48377002E+01	-2.47529703E+01	-2.46166479E+01	-2.44962893E+01	-2.40651612E+01	-2.39336358E+01	-2.37646775E+01	
-2.30000000E+01	-2.56208440E+01	-2.46528252E+01	-2.52666731E+01	-2.51854166E+01	-2.50515827E+01	-2.49311679E+01	-2.44958336E+01	-2.43624759E+01	-2.41910669E+01	
-2.20000000E+01	-2.60925986E+01	-2.51431536E+01	-2.57485402E+01	-2.56725617E+01	-2.55429367E+01	-2.54231396E+01	-2.49843967E+01	-2.48493437E+01	-2.46754290E+01	
-2.10000000E+01	-2.66139595E+01	-2.56932903E+01	-2.62847961E+01	-2.62163447E+01	-2.60926675E+01	-2.59743139E+01	-2.55328279E+01	-2.53958312E+01	-2.52195466E+01	
-2.00000000E+01	-2.71869334E+01	-2.63063440E+01	-2.68779527E+01	-2.68194908E+01	-2.67039714E+01	-2.65877914E+01	-2.61440785E+01	-2.60053427E+01	-2.58265434E+01	
-1.90000000E+01	-2.78142383E+01	-2.69863486E+01	-2.75311287E+01	-2.74856281E+01	-2.73805251E+01	-2.72676464E+01	-2.68220006E+01	-2.66819738E+01	-2.65002920E+01	
-1.80000000E+01	-2.84993221E+01	-2.77387863E+01	-2.82487091E+01	-2.82195195E+01	-2.81276818E+01	-2.80192242E+01	-2.75724251E+01	-2.74307008E+01	-2.72459896E+01	
-1.70000000E+01	-2.92467269E+01	-2.85706835E+01	-2.90360294E+01	-2.90272997E+01	-2.89522575E+01	-2.88495759E+01	-2.84023798E+01	-2.82584377E+01	-2.80703747E+01	
-1.60000000E+01	-3.00621135E+01	-2.94913096E+01	-2.99001941E+01	-2.99170588E+01	-2.98631618E+01	-2.97679611E+01	-2.93205454E+01	-2.91746675E+01	-2.89828023E+01	
-1.50000000E+01	-3.09527330E+01	-3.05130293E+01	-3.08499700E+01	-3.08991458E+01	-3.08718018E+01	-3.07866028E+01	-3.03393719E+01	-3.01910433E+01	-2.99942187E+01	
-1.40000000E+01	-3.19278353E+01	-3.16520712E+01	-3.18973545E+01	-3.19871904E+01	-3.19939463E+01	-3.19217478E+01	-3.14750467E+01	-3.13233076E+01	-3.11206373E+01	
-1.30000000E+01	-3.29992209E+01	-3.29304720E+01	-3.30569104E+01	-3.31992516E+01	-3.32502874E+01	-3.31954512E+01	-3.27485090E+01	-3.25929996E+01	-3.23822049E+01	
-1.20000000E+01	-3.41820155E+01	-3.43784950E+01	-3.43485280E+01	-3.45592197E+01	-3.46689058E+01	-3.46379512E+01	-3.41901728E+01	-3.40285623E+01	-3.38067647E+01	
-1.10000000E+01	-3.54956062E+01	-3.60372753E+01	-3.57968812E+01	-3.60987692E+01	-3.62882956E+01	-3.62910915E+01	-3.58393776E+01	-3.56689583E+01	-3.54315212E+01	
-1.00000000E+01	-3.69644726E+01	-3.79618587E+01	-3.74326031E+01	-3.78585230E+01	-3.81596180E+01	-3.82119795E+01	-3.77475652E+01	-3.75639938E+01	-3.73025030E+01	
-9.00000000E+00	-3.86176628E+01	-4.02142203E+01	-3.92874338E+01	-3.98831020E+01	-4.03420743E+01	-4.04698563E+01	-3.99723816E+01	-3.97651407E+01	-3.94644589E+01	
-8.00000000E+00	-4.04829608E+01	-4.28001806E+01	-4.13710385E+01	-4.21865882E+01	-4.28555543E+01	-4.30951582E+01	-4.25081872E+01	-4.22581508E+01	-4.18942271E+01	
-7.00000000E+00	-4.25599477E+01	-4.53503932E+01	-4.35818285E+01	-4.45978144E+01	-4.54350570E+01	-4.57854458E+01	-4.49770586E+01	-4.46646106E+01	-4.42209638E+01	
-6.00000000E+00	-4.47245762E+01	-4.64445882E+01	-4.54590337E+01	-4.63339827E+01	-4.68898667E+01	-4.71231105E+01	-4.60384802E+01	-4.57019882E+01	-4.52572275E+01	
-5.00000000E+00	-4.64949009E+01	-4.51623280E+01	-4.60730709E+01	-4.62019986E+01	-4.60032448E+01	-4.59027417E+01	-4.48329668E+01	-4.45589622E+01	-4.42284826E+01	
-4.00000000E+00	-4.70082664E+01	-4.29944249E+01	-4.51432232E+01	-4.45863776E+01	-4.39399875E+01	-4.36593381E+01	-4.27372711E+01	-4.25217080E+01	-4.22809360E+01	
-3.00000000E+00	-4.60962355E+01	-4.09843187E+01	-4.35361339E+01	-4.26934959E+01	-4.19178395E+01	-4.15793887E+01	-4.07644479E+01	-4.05796004E+01	-4.03811099E+01	
-2.00000000E+00	-4.45762870E+01	-3.93084358E+01	-4.19283352E+01	-4.10068801E+01	-4.02130952E+01	-3.98580966E+01	-3.91063885E+01	-3.89362938E+01	-3.87563472E+01	
-1.00000000E+00	-4.30596635E+01	-3.79221099E+01	-4.05203567E+01	-3.95883403E+01	-3.88043752E+01	-3.84440239E+01	-3.77286052E+01	-3.75654525E+01	-3.73933151E+01	
0.00000000E+00	-4.17333717E+01	-3.67581519E+01	-3.93249639E+01	-3.83989789E+01	-3.76275732E+01	-3.72639120E+01	-3.65683614E+01	-3.64080485E+01	-3.62387341E+01	
1.00000000E+00	-4.06130052E+01	-3.57604283E+01	-3.83095614E+01	-3.73891289E+01	-3.66258177E+01	-3.62579081E+01	-3.55716987E+01	-3.54118542E+01	-3.52424995E+01	
2.00000000E+00	-3.96702651E+01	-3.48859215E+01	-3.74366418E+01	-3.65158746E+01	-3.57545740E+01	-3.53806720E+01	-3.46962943E+01	-3.45355166E+01	-3.43646520E+01	
3.00000000E+00	-3.88707047E+01	-3.41014625E+01	-3.66729009E+01	-3.57447328E+01	-3.49794818E+01	-3.45977567E+01	-3.39100273E+01	-3.37472370E+01	-3.35738236E+01	
4.00000000E+00	-3.81829148E+01	-3.33815023E+01	-3.59902347E+01	-3.50479541E+01	-3.42736084E+01	-3.38823963E+01	-3.31873544E+01	-3.30218356E+01	-3.28453040E+01	
5.00000000E+00	-3.75796134E+01	-3.27058394E+01	-3.53650870E+01	-3.44030576E+01	-3.36155033E+01	-3.32136204E+01	-3.25084496E+01	-3.23398330E+01	-3.21596896E+01	
6.00000000E+00	-3.70370593E+01	-3.20588267E+01	-3.47777141E+01	-3.37917947E+01	-3.29881327E+01	-3.25749706E+01	-3.18578219E+01	-3.16858041E+01	-3.15019316E+01	
7.00000000E+00	-3.65342971E+01	-3.14285158E+01	-3.42116661E+01	-3.31995552E+01	-3.23782715E+01	-3.19538032E+01	-3.12239552E+01	-3.10484558E+01	-3.08607315E+01	
8.00000000E+00	-3.60528920E+01	-3.08063413E+01	-3.36535952E+01	-3.26149417E+01	-3.17759153E+01	-3.13407795E+01	-3.05983269E+01	-3.04194821E+01	-3.02280970E+01	
9.00000000E+00	-3.55766951E+01	-3.01865997E+01	-3.30933263E+01	-3.20298438E+01	-3.11743007E+01	-3.07296618E+01	-2.99753850E+01	-2.97936141E+01	-2.95986666E+01	
1.00000000E+01	-3.50923367E+01	-2.95662911E+01	-3.25239239E+01	-3.14390464E+01	-3.05693139E+01	-3.01169060E+01	-2.93525119E+01	-2.91677666E+01	-2.89701105E+01	
1.10000000E+01	-3.45896202E+01	-2.89445642E+01	-3.19414456E+01	-3.08400690E+01	-2.99594190E+01	-2.95012540E+01	-2.87286404E+01	-2.85417308E+01	-2.83416094E+01	
1.20000000E+01	-3.40618273E+01	-2.83223301E+01	-3.13448559E+01	-3.02328170E+01	-2.93450465E+01	-2.88832926E+01	-2.81050365E+01	-2.79164476E+01	-2.77143437E+01	
1.30000000E+01	-3.35060970E+01	-2.77016475E+01	-3.07355023E+01	-2.96190066E+01	-2.87281600E+01	-2.82650738E+01	-2.74835331E+01	-2.72937364E+01	-2.70905752E+01	
1.40000000E+01	-3.29229682E+01	-2.70855837E+01	-3.01165219E+01	-2.90017313E+01	-2.81117858E+01	-2.76495849E+01	-2.68673992E+01	-2.66769763E+01	-2.64730649E+01	
1.50000000E+01	-3.23159779E+01	-2.64774107E+01	-2.94923857E+01	-2.83849612E+01	-2.74996394E+01	-2.70402062E+01	-2.62597785E+01	-2.60696177E+01	-2.58652940E+01	
1.60000000E+01	-3.16907629E+01	-2.58806871E+01	-2.88679936E+01	-2.77729573E+01	-2.68954925E+01	-2.64406944E+01	-2.56641839E+01	-2.54746765E+01	-2.52704901E+01	
1.70000000E+01	-3.10541932E+01	-2.52988259E+01	-2.82485334E+01	-2.71700706E+01	-2.63033963E+01	-2.58546136E+01	-2.50839542E+01	-2.48957434E+01	-2.46920324E+01	
1.80000000E+01	-3.04135640E+01	-2.47351488E+01	-2.76390322E+01	-2.65805005E+01	-2.57269135E+01	-2.52853972E+01	-2.45223499E+01	-2.43357952E+01	-2.41330876E+01	
1.90000000E+01	-2.97759672E+01	-2.41925943E+01	-2.70440787E+01	-2.60080695E+01	-2.51694515E+01	-2.47362117E+01	-2.39822654E+01	-2.37974305E+01	-2.35964306E+01	
2.00000000E+01	-2.91480103E+01	-2.36738782E+01	-2.64677657E+01	-2.54561831E+01	-2.46340075E+01	-2.42099225E+01	-2.34664216E+01	-2.32834061E+01	-2.30847562E+01	
2.10000000E+01	-2.85354482E+01	-2.31814060E+01	-2.59137611E+01	-2.49279672E+01	-2.41233692E+01	-2.37090462E+01	-2.29770536E+01	-2.27962836E+01	-2.26000660E+01	
2.20000000E+01	-2.79432954E+01	-2.27173758E+01	-2.53851707E+01	-2.44260618E+01	-2.36399595E+01	-2.32359081E+01	-2.25164959E+01	-2.23388582E+01	-2.21446930E+01	
2.30000000E+01	-2.73758240E+01	-2.22837691E+01	-2.48847436E+01	-2.39528569E+01	-2.31859299E+01	-2.27925406E+01	-2.20864787E+01	-2.19117412E+01	-2.17205473E+01	
2.40000000E+01	-2.68365567E+01	-2.18823671E+01	-2.44148540E+01	-2.35105216E+01	-2.27631996E+01	-2.23808721E+01	-2.16890445E+01	-2.15173459E+01	-2.13293177E+01	
2.50000000E+01	-2.63285546E+01	-2.15149238E+01	-2.39776870E+01	-2.31009575E+01	-2.23736559E+01	-2.20026493E+01	-2.13258351E+01	-2.11575021E+01	-2.09727717E+01	
2.60000000E+01	-2.58544777E+01	-2.11831136E+01	-2.35751660E+01	-2.27260323E+01	-2.20190449E+01	-2.16595923E+01	-2.09983132E+01	-2.08338866E+01	-2.06524737E+01	
2.70000000E+01	-2.54166923E+01	-2.08885285E+01	-2.32091398E+01	-2.23874907E+01	-2.17009469E+01	-2.13533512E+01	-2.07083763E+01	-2.05480046E+01	-2.03701607E+01	
2.80000000E+01	-2.50173137E+01	-2.06329939E+01	-2.28814351E+01	-2.20870417E+01	-2.14212804E+01	-2.10856613E+01	-2.04575049E+01	-2.03008397E+01	-2.01272089E+01	
2.90000000E+01	-2.46583825E+01	-2.04180561E+01	-2.25938282E+01	-2.18265145E+01	-2.11815181E+01	-2.08582233E+01	-2.02476758E+01	-2.00950670E+01	-1.99258314E+01	
3.00000000E+01	-2.43419982E+01	-2.02456994E+01	-2.23482054E+01	-2.16076972E+01	-2.09837647E+01	-2.06728529E+01	-2.00805086E+01	-1.99326824E+01	-1.97676790E+01	
3.10000000E+01	-2.40701912E+01	-2.01178544E+01	-2.21464882E+01	-2.14325436E+01	-2.08298092E+01	-2.05315981E+01	-1.99581554E+01	-1.98150746E+01	-1.96548255E+01	
3.20000000E+01	-2.38451265E+01	-2.00366653E+01	-2.19908442E+01	-2.13032114E+01	-2.07218621E+01	-2.04365978E+01	-1.98828854E+01	-1.97443327E+01	-1.95893544E+01	
3.30000000E+01	-2.36690833E+01	-2.00045731E+01	-2.18834126E+01	-2.12219439E+01	-2.06621926E+01	-2.03901775E+01	-1.98566472E+01	-1.97233577E+01	-1.95736993E+01	
3.40000000E+01	-2.35445685E+01	-2.00241217E+01	-2.18267721E+01	-2.11913278E+01	-2.06533132E+01	-2.03949342E+01	-1.98827060E+01	-1.97546186E+01	-1.96105623E+01	
3.50000000E+01	-2.34742322E+01	-2.00982655E+01	-2.18237191E+01	-2.12139870E+01	-2.06981668E+01	-2.04537115E+01	-1.99631797E+01	-1.98405540E+01	-1.97029438E+01	
3.60000000E+01	-2.34609452E+01	-2.02301830E+01	-2.18770764E+01	-2.12931527E+01	-2.07998338E+01	-2.05697010E+01	-2.01021368E+01	-1.99858203E+01	-1.98540266E+01	
3.70000000E+01	-2.35078640E+01	-2.04235768E+01	-2.19903230E+01	-2.14320920E+01	-2.09616603E+01	-2.07464869E+01	-2.03029032E+01	-2.01929747E+01	-2.00679661E+01	
3.80000000E+01	-2.36182821E+01	-2.06823450E+01	-2.21669180E+01	-2.16345141E+01	-2.11876653E+01	-2.09879103E+01	-2.05692725E+01	-2.04664332E+01	-2.03485504E+01	
3.90000000E+01	-2.37957184E+01	-2.10110843E+01	-2.24109356E+01	-2.19044001E+01	-2.14818872E+01	-2.12983558E+01	-2.09063223E+01	-2.08103243E+01	-2.07007751E+01	
4.00000000E+01	-2.40436906E+01	-2.14145081E+01	-2.27263795E+01	-2.22461401E+01	-2.18490039E+01	-2.16825428E+01	-2.13185627E+01	-2.12299995E+01	-2.11293388E+01	
4.10000000E+01	-2.43656100E+01	-2.18982362E+01	-2.31173934E+01	-2.26642080E+01	-2.22937051E+01	-2.21455308E+01	-2.18117592E+01	-2.17316768E+01	-2.16402600E+01	
4.20000000E+01	-2.47643410E+01	-2.24676257E+01	-2.35881800E+01	-2.31630941E+01	-2.28210890E+01	-2.26926619E+01	-2.23914914E+01	-2.23205653E+01	-2.22398210E+01	
4.30000000E+01	-2.52415702E+01	-2.31282497E+01	-2.41421951E+01	-2.37467773E+01	-2.34356703E+01	-2.33289608E+01	-2.30636071E+01	-2.30037535E+01	-2.29343171E+01	
4.40000000E+01	-2.57968376E+01	-2.38851098E+01	-2.47814031E+01	-2.44180454E+01	-2.41412189E+01	-2.40586773E+01	-2.38330124E+01	-2.37850686E+01	-2.37287115E+01	
4.50000000E+01	-2.64257544E+01	-2.47406379E+01	-2.55047625E+01	-2.51769856E+01	-2.49390799E+01	-2.48839201E+01	-2.47030372E+01	-2.46696482E+01	-2.46282985E+01	
4.60000000E+01	-2.71173206E+01	-2.56936557E+01	-2.63058486E+01	-2.60185417E+01	-2.58255062E+01	-2.58019592E+01	-2.56724454E+01	-2.56547906E+01	-2.56314959E+01	
4.70000000E+01	-2.78505211E+01	-2.67330211E+01	-2.71681019E+01	-2.69282023E+01	-2.67878333E+01	-2.68012949E+01	-2.67307934E+01	-2.67325265E+01	-2.67295920E+01	
4.80000000E+01	-2.85901613E+01	-2.78318191E+01	-2.80604920E+01	-2.78765007E+01	-2.77978951E+01	-2.78542571E+01	-2.78518346E+01	-2.78763790E+01	-2.78969542E+01	
4.90000000E+01	-2.92852965E+01	-2.89366423E+01	-2.89312144E+01	-2.88122619E+01	-2.88039966E+01	-2.89083921E+01	-2.89803355E+01	-2.90291072E+01	-2.90785420E+01	
5.00000000E+01	-2.98739204E+01	-2.99593082E+01	-2.97082299E+01	-2.96607553E+01	-2.97268108E+01	-2.98806013E+01	-3.00278293E+01	-3.01009529E+01	-3.01781852E+01	
5.10000000E+01	-3.02994788E+01	-3.07869296E+01	-3.03128859E+01	-3.03360264E+01	-3.04698906E+01	-3.06667057E+01	-3.08757187E+01	-3.09686445E+01	-3.10679556E+01	
5.20000000E+01	-3.05343383E+01	-3.13246497E+01	-3.06912154E+01	-3.07738882E+01	-3.09563522E+01	-3.11811943E+01	-3.14243510E+01	-3.15276046E+01	-3.16379673E+01	
5.30000000E+01	-3.05947129E+01	-3.15538554E+01	-3.08443811E+01	-3.09680730E+01	-3.11734557E+01	-3.14077343E+01	-3.16543567E+01	-3.17555475E+01	-3.18649180E+01	
5.40000000E+01	-3.05325205E+01	-3.15457390E+01	-3.08285022E+01	-3.09755945E+01	-3.11822583E+01	-3.14116441E+01	-3.16409658E+01	-3.17327860E+01	-3.18332782E+01	
5.50000000E+01	-3.04112818E+01	-3.14137469E+01	-3.07241989E+01	-3.08835053E+01	-3.10788096E+01	-3.12972994E+01	-3.15012770E+01	-3.15810714E+01	-3.16722396E+01	
5.60000000E+01	-3.02833011E+01	-3.12534058E+01	-3.06028868E+01	-3.07697197E+01	-3.09491389E+01	-3.11553836E+01	-3.13330489E+01	-3.14033728E+01	-3.14846925E+01	
5.70000000E+01	-3.01765478E+01	-3.11136624E+01	-3.05066428E+01	-3.06803215E+01	-3.08418093E+01	-3.10352344E+01	-3.11847415E+01	-3.12459076E+01	-3.13170433E+01	
5.80000000E+01	-3.00897171E+01	-3.09924453E+01	-3.04421780E+01	-3.06225484E+01	-3.07624138E+01	-3.09391255E+01	-3.10521768E+01	-3.11024588E+01	-3.11617262E+01	
5.90000000E+01	-2.99911395E+01	-3.08405275E+01	-3.03794770E+01	-3.05637318E+01	-3.06727845E+01	-3.08237465E+01	-3.08824823E+01	-3.09172855E+01	-3.09587902E+01	
6.00000000E+01	-2.98223635E+01	-3.05738602E+01	-3.02550919E+01	-3.04352118E+01	-3.04988982E+01	-3.06093091E+01	-3.05890218E+01	-3.06023187E+01	-3.06175782E+01	
6.10000000E+01	-2.95131694E+01	-3.01053003E+01	-2.99868522E+01	-3.01489948E+01	-3.01513712E+01	-3.02060136E+01	-3.00867375E+01	-3.00726863E+01	-3.00552439E+01	
6.20000000E+01	-2.90104406E+01	-2.93920702E+01	-2.95066446E+01	-2.96358461E+01	-2.95682544E+01	-2.95596303E+01	-2.93386843E+01	-2.92972032E+01	-2.92458945E+01	
6.30000000E+01	-2.83075447E+01	-2.84640771E+01	-2.87991911E+01	-2.88860552E+01	-2.87531998E+01	-2.86864381E+01	-2.83819384E+01	-2.83176597E+01	-2.82387783E+01	
6.40000000E+01	-2.74501586E+01	-2.74055761E+01	-2.79128728E+01	-2.79570807E+01	-2.77746667E+01	-2.76640998E+01	-2.73042269E+01	-2.72246800E+01	-2.71269309E+01	
6.50000000E+01	-2.65132878E+01	-2.63119293E+01	-2.69326058E+01	-2.69407846E+01	-2.67271190E+01	-2.65889540E+01	-2.62002317E+01	-2.61121038E+01	-2.60040566E+01	
6.60000000E+01	-2.55720861E+01	-2.52588503E+01	-2.59432155E+01	-2.59242892E+01	-2.56946112E+01	-2.55418614E+01	-2.51430079E+01	-2.50513943E+01	-2.49389372E+01	
6.70000000E+01	-2.46854000E+01	-2.42960549E+01	-2.50092218E+01	-2.49712680E+01	-2.47359941E+01	-2.45773216E+01	-2.41802671E+01	-2.40878285E+01	-2.39745864E+01	
6.80000000E+01	-2.38930920E+01	-2.34519417E+01	-2.41724121E+01	-2.41215614E+01	-2.38870913E+01	-2.37276435E+01	-2.33380764E+01	-2.32468322E+01	-2.31348426E+01	
6.90000000E+01	-2.32201376E+01	-2.27414553E+01	-2.34573499E+01	-2.33976673E+01	-2.31673619E+01	-2.30098446E+01	-2.26306264E+01	-2.25409823E+01	-2.24313612E+01	
7.00000000E+01	-2.26817844E+01	-2.21715363E+01	-2.28773254E+01	-2.28111608E+01	-2.25867882E+01	-2.24323211E+01	-2.20640189E+01	-2.19763233E+01	-2.18692104E+01	
7.10000000E+01	-2.22875194E+01	-2.17447510E+01	-2.24390674E+01	-2.23674136E+01	-2.21495805E+01	-2.19982392E+01	-2.16404942E+01	-2.15545524E+01	-2.14497487E+01	
7.20000000E+01	-2.20437973E+01	-2.14610420E+01	-2.21454696E+01	-2.20680609E+01	-2.18566613E+01	-2.17079428E+01	-2.13594653E+01	-2.12752323E+01	-2.11722731E+01	
7.30000000E+01	-2.19554312E+01	-2.13182988E+01	-2.19965606E+01	-2.19119890E+01	-2.17066197E+01	-2.15594427E+01	-2.12191071E+01	-2.11356838E+01	-2.10343274E+01	
7.40000000E+01	-2.20258869E+01	-2.13117768E+01	-2.19894790E+01	-2.18950074E+01	-2.16949239E+01	-2.15478832E+01	-2.12142751E+01	-2.11309285E+01	-2.10307454E+01	
7.50000000E+01	-2.22564889E+01	-2.14321669E+01	-2.21168025E+01	-2.20080348E+01	-2.18123344E+01	-2.16637786E+01	-2.13356311E+01	-2.12521934E+01	-2.11523124E+01	
7.60000000E+01	-2.26434374E+01	-2.16624529E+01	-2.23632287E+01	-2.22339276E+01	-2.20415005E+01	-2.18894370E+01	-2.15665923E+01	-2.14821182E+01	-2.13820181E+01	
7.70000000E+01	-2.31717285E+01	-2.19725075E+01	-2.26999982E+01	-2.25417923E+01	-2.23513793E+01	-2.21938733E+01	-2.18771476E+01	-2.17912592E+01	-2.16910734E+01	
7.80000000E+01	-2.38033519E+01	-2.23132442E+01	-2.30776419E+01	-2.28807223E+01	-2.26909439E+01	-2.25266668E+01	-2.22187853E+01	-2.21318967E+01	-2.20314947E+01	
