Far field
"Plane Wave Phi"[deg]	"1Blade_SEP_lam8_Carbide [dBsm]"	"1Blade_SEP_lam16_Carbide [dBsm]"	"1Blade_SEP_lam20_Carbide [dBsm]"	"1Blade_SEP_lam25_Carbide [dBsm]"	"1Blade_SEP_lam32_Carbide [dBsm]"	"1Blade_SEP_lam40_Carbide [dBsm]"	
4.00000000E+00	-4.86710515E+01	-4.52164528E+01	-4.70438549E+01	-4.62658084E+01	-4.57809137E+01	-4.55617144E+01	
5.00000000E+00	-4.84802556E+01	-4.49763879E+01	-4.68539564E+01	-4.60611129E+01	-4.55535639E+01	-4.53284948E+01	
6.00000000E+00	-4.82957034E+01	-4.47410540E+01	-4.66683979E+01	-4.58606697E+01	-4.53308306E+01	-4.50996670E+01	
7.00000000E+00	-4.81172103E+01	-4.45100658E+01	-4.64867197E+01	-4.56642108E+01	-4.51123491E+01	-4.48749994E+01	
8.00000000E+00	-4.79446358E+01	-4.42832637E+01	-4.63087945E+01	-4.54714612E+01	-4.48979971E+01	-4.46544281E+01	
9.00000000E+00	-4.77779097E+01	-4.40606953E+01	-4.61345895E+01	-4.52823698E+01	-4.46876169E+01	-4.44377853E+01	
1.00000000E+01	-4.76171334E+01	-4.38424749E+01	-4.59640431E+01	-4.50970039E+01	-4.44814948E+01	-4.42252305E+01	
1.10000000E+01	-4.74623655E+01	-4.36287291E+01	-4.57972317E+01	-4.49155535E+01	-4.42795738E+01	-4.40169134E+01	
1.20000000E+01	-4.73138402E+01	-4.34197474E+01	-4.56344350E+01	-4.47380325E+01	-4.40823247E+01	-4.38131692E+01	
1.30000000E+01	-4.71717028E+01	-4.32159923E+01	-4.54757608E+01	-4.45648794E+01	-4.38899271E+01	-4.36143261E+01	
1.40000000E+01	-4.70361618E+01	-4.30177920E+01	-4.53215624E+01	-4.43962573E+01	-4.37027801E+01	-4.34207800E+01	
1.50000000E+01	-4.69073917E+01	-4.28256839E+01	-4.51720736E+01	-4.42326193E+01	-4.35214684E+01	-4.32330753E+01	
1.60000000E+01	-4.67854624E+01	-4.26401432E+01	-4.50273656E+01	-4.40741988E+01	-4.33460775E+01	-4.30515474E+01	
1.70000000E+01	-4.66704698E+01	-4.24616508E+01	-4.48877783E+01	-4.39212434E+01	-4.31771991E+01	-4.28766517E+01	
1.80000000E+01	-4.65623217E+01	-4.22906623E+01	-4.47534131E+01	-4.37741488E+01	-4.30151238E+01	-4.27087577E+01	
1.90000000E+01	-4.64607751E+01	-4.21275979E+01	-4.46244312E+01	-4.36329536E+01	-4.28603515E+01	-4.25484174E+01	
2.00000000E+01	-4.63654688E+01	-4.19729458E+01	-4.45006932E+01	-4.34979241E+01	-4.27129689E+01	-4.23959393E+01	
2.10000000E+01	-4.62758436E+01	-4.18272098E+01	-4.43821040E+01	-4.33691524E+01	-4.25732476E+01	-4.22516965E+01	
2.20000000E+01	-4.61910302E+01	-4.16905362E+01	-4.42685031E+01	-4.32466331E+01	-4.24414909E+01	-4.21159211E+01	
2.30000000E+01	-4.61100304E+01	-4.15634642E+01	-4.41595255E+01	-4.31302148E+01	-4.23176865E+01	-4.19889435E+01	
2.40000000E+01	-4.60316844E+01	-4.14461335E+01	-4.40550532E+01	-4.30198556E+01	-4.22020765E+01	-4.18707068E+01	
2.50000000E+01	-4.59545942E+01	-4.13387847E+01	-4.39542677E+01	-4.29154990E+01	-4.20944464E+01	-4.17615321E+01	
2.60000000E+01	-4.58772249E+01	-4.12417092E+01	-4.38568750E+01	-4.28167513E+01	-4.19950133E+01	-4.16616486E+01	
2.70000000E+01	-4.57982018E+01	-4.11551866E+01	-4.37626367E+01	-4.27236764E+01	-4.19037120E+01	-4.15711113E+01	
2.80000000E+01	-4.57160078E+01	-4.10793152E+01	-4.36709665E+01	-4.26360975E+01	-4.18206230E+01	-4.14899817E+01	
2.90000000E+01	-4.56295164E+01	-4.10144378E+01	-4.35820701E+01	-4.25541077E+01	-4.17459288E+01	-4.14186146E+01	
3.00000000E+01	-4.55381076E+01	-4.09612162E+01	-4.34956671E+01	-4.24776468E+01	-4.16797059E+01	-4.13573608E+01	
3.10000000E+01	-4.54414881E+01	-4.09197570E+01	-4.34123560E+01	-4.24076661E+01	-4.16228131E+01	-4.13068143E+01	
3.20000000E+01	-4.53403615E+01	-4.08910323E+01	-4.33329771E+01	-4.23446397E+01	-4.15756957E+01	-4.12675208E+01	
3.30000000E+01	-4.52360584E+01	-4.08758102E+01	-4.32588764E+01	-4.22898691E+01	-4.15392199E+01	-4.12404015E+01	
3.40000000E+01	-4.51308772E+01	-4.08753972E+01	-4.31919120E+01	-4.22448965E+01	-4.15148316E+01	-4.12269823E+01	
3.50000000E+01	-4.50279834E+01	-4.08912182E+01	-4.31346336E+01	-4.22115575E+01	-4.15044073E+01	-4.12287064E+01	
3.60000000E+01	-4.49315114E+01	-4.09253270E+01	-4.30897010E+01	-4.21925805E+01	-4.15097920E+01	-4.12475805E+01	
3.70000000E+01	-4.48460212E+01	-4.09796334E+01	-4.30606591E+01	-4.21909427E+01	-4.15337519E+01	-4.12859848E+01	
3.80000000E+01	-4.47768536E+01	-4.10568332E+01	-4.30513710E+01	-4.22097376E+01	-4.15791936E+01	-4.13468134E+01	
3.90000000E+01	-4.47297923E+01	-4.11601864E+01	-4.30662443E+01	-4.22531977E+01	-4.16494183E+01	-4.14332487E+01	
4.00000000E+01	-4.47108031E+01	-4.12929161E+01	-4.31099196E+01	-4.23251110E+01	-4.17484983E+01	-4.15487315E+01	
4.10000000E+01	-4.47259751E+01	-4.14586114E+01	-4.31873422E+01	-4.24299495E+01	-4.18800735E+01	-4.16971709E+01	
4.20000000E+01	-4.47814327E+01	-4.16614202E+01	-4.33031992E+01	-4.25724220E+01	-4.20482857E+01	-4.18828769E+01	
4.30000000E+01	-4.48828993E+01	-4.19056784E+01	-4.34624004E+01	-4.27567223E+01	-4.22578361E+01	-4.21096973E+01	
4.40000000E+01	-4.50358333E+01	-4.21948725E+01	-4.36696855E+01	-4.29873860E+01	-4.25126288E+01	-4.23818547E+01	
4.50000000E+01	-4.52447299E+01	-4.25327801E+01	-4.39287911E+01	-4.32681194E+01	-4.28161753E+01	-4.27029814E+01	
4.60000000E+01	-4.55125741E+01	-4.29221854E+01	-4.42421876E+01	-4.36010785E+01	-4.31710649E+01	-4.30753991E+01	
4.70000000E+01	-4.58403486E+01	-4.33629164E+01	-4.46101306E+01	-4.39870200E+01	-4.35774539E+01	-4.34996679E+01	
4.80000000E+01	-4.62251692E+01	-4.38529464E+01	-4.50293247E+01	-4.44225429E+01	-4.40327838E+01	-4.39729131E+01	
4.90000000E+01	-4.66578947E+01	-4.43834904E+01	-4.54906667E+01	-4.48992360E+01	-4.45281527E+01	-4.44863201E+01	
5.00000000E+01	-4.71204347E+01	-4.49364730E+01	-4.59759426E+01	-4.53994902E+01	-4.50470525E+01	-4.50226277E+01	
5.10000000E+01	-4.75818235E+01	-4.54821145E+01	-4.64544351E+01	-4.58943502E+01	-4.55599683E+01	-4.55522643E+01	
5.20000000E+01	-4.79956908E+01	-4.59736543E+01	-4.68813846E+01	-4.63403872E+01	-4.60239044E+01	-4.60297738E+01	
5.30000000E+01	-4.83027875E+01	-4.63509584E+01	-4.71996277E+01	-4.66817638E+01	-4.63825459E+01	-4.63969487E+01	
5.40000000E+01	-4.84438802E+01	-4.65517555E+01	-4.73529482E+01	-4.68620960E+01	-4.65779223E+01	-4.65940976E+01	
5.50000000E+01	-4.83805129E+01	-4.65339082E+01	-4.73048350E+01	-4.68427807E+01	-4.65707454E+01	-4.65807665E+01	
5.60000000E+01	-4.81140658E+01	-4.62969041E+01	-4.70560940E+01	-4.66211664E+01	-4.63568354E+01	-4.63538890E+01	
5.70000000E+01	-4.76853533E+01	-4.58801518E+01	-4.66454364E+01	-4.62325292E+01	-4.59712500E+01	-4.59521700E+01	
5.80000000E+01	-4.71558679E+01	-4.53476737E+01	-4.61316909E+01	-4.57340310E+01	-4.54716763E+01	-4.54356914E+01	
5.90000000E+01	-4.65868070E+01	-4.47627398E+01	-4.55733045E+01	-4.51842503E+01	-4.49179536E+01	-4.48664949E+01	
6.00000000E+01	-4.60258208E+01	-4.41749962E+01	-4.50172150E+01	-4.46309216E+01	-4.43584983E+01	-4.42931816E+01	
6.10000000E+01	-4.55044845E+01	-4.36177941E+01	-4.44948484E+01	-4.41066299E+01	-4.38264112E+01	-4.37489524E+01	
6.20000000E+01	-4.50404498E+01	-4.31101246E+01	-4.40243003E+01	-4.36304334E+01	-4.33413422E+01	-4.32532420E+01	
6.30000000E+01	-4.46406853E+01	-4.26608186E+01	-4.36134776E+01	-4.32114073E+01	-4.29126129E+01	-4.28147589E+01	
6.40000000E+01	-4.43044142E+01	-4.22713862E+01	-4.32630913E+01	-4.28511235E+01	-4.25419596E+01	-4.24352917E+01	
6.50000000E+01	-4.40249921E+01	-4.19382645E+01	-4.29682935E+01	-4.25455733E+01	-4.22260745E+01	-4.21109715E+01	
6.60000000E+01	-4.37911501E+01	-4.16544228E+01	-4.27206779E+01	-4.22872072E+01	-4.19578631E+01	-4.18350470E+01	
6.70000000E+01	-4.35883835E+01	-4.14112050E+01	-4.25087308E+01	-4.20656227E+01	-4.17277666E+01	-4.15980326E+01	
6.80000000E+01	-4.34002652E+01	-4.11982296E+01	-4.23193761E+01	-4.18692478E+01	-4.15246870E+01	-4.13896339E+01	
6.90000000E+01	-4.32107759E+01	-4.10054349E+01	-4.21396164E+01	-4.16862601E+01	-4.13381572E+01	-4.11991398E+01	
7.00000000E+01	-4.30062929E+01	-4.08242597E+01	-4.19582910E+01	-4.15064475E+01	-4.11584868E+01	-4.10175173E+01	
7.10000000E+01	-4.27790142E+01	-4.06483312E+01	-4.17679777E+01	-4.13228860E+01	-4.09792623E+01	-4.08385927E+01	
7.20000000E+01	-4.25282046E+01	-4.04750818E+01	-4.15664229E+01	-4.11333155E+01	-4.07981901E+01	-4.06600461E+01	
7.30000000E+01	-4.22606196E+01	-4.03064010E+01	-4.13572096E+01	-4.09404938E+01	-4.06171544E+01	-4.04838342E+01	
7.40000000E+01	-4.19895715E+01	-4.01480175E+01	-4.11493601E+01	-4.07522236E+01	-4.04436157E+01	-4.03166956E+01	
7.50000000E+01	-4.17324168E+01	-4.00094054E+01	-4.09562014E+01	-4.05803246E+01	-4.02879929E+01	-4.01686389E+01	
7.60000000E+01	-4.15084446E+01	-3.99027631E+01	-4.07933194E+01	-4.04389741E+01	-4.01635406E+01	-4.00524114E+01	
7.70000000E+01	-4.13366342E+01	-3.98416216E+01	-4.06774152E+01	-4.03437990E+01	-4.00848471E+01	-3.99822023E+01	
7.80000000E+01	-4.12351990E+01	-3.98402657E+01	-4.06252004E+01	-4.03105881E+01	-4.00671356E+01	-3.99728750E+01	
7.90000000E+01	-4.12207782E+01	-3.99134909E+01	-4.06526162E+01	-4.03549257E+01	-4.01256786E+01	-4.00392658E+01	
8.00000000E+01	-4.13091832E+01	-4.00762552E+01	-4.07757429E+01	-4.04923178E+01	-4.02755529E+01	-4.01965565E+01	
8.10000000E+01	-4.15160917E+01	-4.03441727E+01	-4.10101702E+01	-4.07386732E+01	-4.05326455E+01	-4.04605263E+01	
8.20000000E+01	-4.18580862E+01	-4.07341902E+01	-4.13731228E+01	-4.11109102E+01	-4.09140755E+01	-4.08479926E+01	
8.30000000E+01	-4.23540768E+01	-4.12658108E+01	-4.18840049E+01	-4.16284700E+01	-4.14390881E+01	-4.13787533E+01	
8.40000000E+01	-4.30275515E+01	-4.19632169E+01	-4.25668278E+01	-4.23154254E+01	-4.21319618E+01	-4.20769739E+01	
8.50000000E+01	-4.39091905E+01	-4.28573157E+01	-4.34530544E+01	-4.32029630E+01	-4.30238194E+01	-4.29739668E+01	
8.60000000E+01	-4.50417482E+01	-4.39919395E+01	-4.45868157E+01	-4.43351757E+01	-4.41586962E+01	-4.41140881E+01	
8.70000000E+01	-4.64875115E+01	-4.54312422E+01	-4.60349642E+01	-4.57776687E+01	-4.56018756E+01	-4.55634600E+01	
8.80000000E+01	-4.83417464E+01	-4.72783828E+01	-4.79048260E+01	-4.76369110E+01	-4.74584818E+01	-4.74275153E+01	
8.90000000E+01	-5.07501256E+01	-4.97102912E+01	-5.03860245E+01	-5.01006630E+01	-4.99122374E+01	-4.98923057E+01	
9.00000000E+01	-5.38881786E+01	-5.30498920E+01	-5.38453026E+01	-5.35352876E+01	-5.33134216E+01	-5.33099439E+01	
9.10000000E+01	-5.74156829E+01	-5.77240468E+01	-5.88868074E+01	-5.85959852E+01	-5.82186723E+01	-5.82297111E+01	
9.20000000E+01	-5.81050206E+01	-6.06958942E+01	-6.21784651E+01	-6.23628228E+01	-6.15988067E+01	-6.14566724E+01	
9.30000000E+01	-5.51584236E+01	-5.65906834E+01	-5.73786529E+01	-5.74849474E+01	-5.70569844E+01	-5.68828128E+01	
9.40000000E+01	-5.22682441E+01	-5.27677730E+01	-5.34026267E+01	-5.33824870E+01	-5.30781222E+01	-5.29352303E+01	
9.50000000E+01	-5.01267418E+01	-5.01783726E+01	-5.07944913E+01	-5.07137232E+01	-5.04450270E+01	-5.03178224E+01	
9.60000000E+01	-4.85771245E+01	-4.83756937E+01	-4.90045317E+01	-4.88886249E+01	-4.86300093E+01	-4.85096163E+01	
9.70000000E+01	-4.74620067E+01	-4.70917661E+01	-4.77458949E+01	-4.76054038E+01	-4.73465819E+01	-4.72279611E+01	
9.80000000E+01	-4.66756443E+01	-4.61779103E+01	-4.68643618E+01	-4.67038805E+01	-4.64394279E+01	-4.63199629E+01	
9.90000000E+01	-4.61466210E+01	-4.55434963E+01	-4.62666321E+01	-4.60888958E+01	-4.58152102E+01	-4.56933277E+01	
1.00000000E+02	-4.58231444E+01	-4.51271125E+01	-4.58904707E+01	-4.56969479E+01	-4.54113495E+01	-4.52849072E+01	
1.01000000E+02	-4.56624552E+01	-4.48827575E+01	-4.56877176E+01	-4.54796370E+01	-4.51801910E+01	-4.50488183E+01	
1.02000000E+02	-4.56254689E+01	-4.47716068E+01	-4.56170025E+01	-4.53955951E+01	-4.50817936E+01	-4.49448665E+01	
1.03000000E+02	-4.56726744E+01	-4.47574076E+01	-4.56374995E+01	-4.54052683E+01	-4.50775353E+01	-4.49361395E+01	
1.04000000E+02	-4.57623041E+01	-4.48037824E+01	-4.57084345E+01	-4.54683174E+01	-4.51296954E+01	-4.49848010E+01	
1.05000000E+02	-4.58522403E+01	-4.48757735E+01	-4.57884926E+01	-4.55451350E+01	-4.52000897E+01	-4.50548076E+01	
1.06000000E+02	-4.59045134E+01	-4.49409677E+01	-4.58410227E+01	-4.55996788E+01	-4.52552210E+01	-4.51125835E+01	
1.07000000E+02	-4.58930770E+01	-4.49745332E+01	-4.58397704E+01	-4.56059213E+01	-4.52694232E+01	-4.51340073E+01	
1.08000000E+02	-4.58095147E+01	-4.49632855E+01	-4.57749645E+01	-4.55528450E+01	-4.52312052E+01	-4.51070137E+01	
1.09000000E+02	-4.56646832E+01	-4.49079551E+01	-4.56545989E+01	-4.54464200E+01	-4.51446954E+01	-4.50338175E+01	
1.10000000E+02	-4.54836865E+01	-4.48218303E+01	-4.55008552E+01	-4.53062022E+01	-4.50266681E+01	-4.49297289E+01	
1.11000000E+02	-4.52976277E+01	-4.47255455E+01	-4.53424214E+01	-4.51594551E+01	-4.49012141E+01	-4.48176502E+01	
1.12000000E+02	-4.51370589E+01	-4.46420663E+01	-4.52081493E+01	-4.50334903E+01	-4.47937181E+01	-4.47217520E+01	
1.13000000E+02	-4.50268286E+01	-4.45927282E+01	-4.51221894E+01	-4.49519485E+01	-4.47268474E+01	-4.46640085E+01	
1.14000000E+02	-4.49849520E+01	-4.45931036E+01	-4.51020289E+01	-4.49322266E+01	-4.47170177E+01	-4.46603390E+01	
1.15000000E+02	-4.50221303E+01	-4.46526406E+01	-4.51580518E+01	-4.49843187E+01	-4.47742948E+01	-4.47206586E+01	
1.16000000E+02	-4.51418296E+01	-4.47729731E+01	-4.52927896E+01	-4.51108855E+01	-4.49006739E+01	-4.48465630E+01	
1.17000000E+02	-4.53398678E+01	-4.49469001E+01	-4.55002617E+01	-4.53056780E+01	-4.50901018E+01	-4.50312276E+01	
1.18000000E+02	-4.56028694E+01	-4.51566574E+01	-4.57642448E+01	-4.55524282E+01	-4.53253975E+01	-4.52574890E+01	
1.19000000E+02	-4.59057644E+01	-4.53730902E+01	-4.60554876E+01	-4.58218091E+01	-4.55779912E+01	-4.54958976E+01	
1.20000000E+02	-4.62095698E+01	-4.55546694E+01	-4.63294307E+01	-4.60707023E+01	-4.58054910E+01	-4.57047038E+01	
1.21000000E+02	-4.64612054E+01	-4.56528976E+01	-4.65285284E+01	-4.62443658E+01	-4.59548546E+01	-4.58322922E+01	
1.22000000E+02	-4.65999726E+01	-4.56210782E+01	-4.65918940E+01	-4.62859488E+01	-4.59735859E+01	-4.58295044E+01	
1.23000000E+02	-4.65735761E+01	-4.54313757E+01	-4.64746935E+01	-4.61547162E+01	-4.58248739E+01	-4.56622649E+01	
1.24000000E+02	-4.63578833E+01	-4.50843265E+01	-4.61662624E+01	-4.58424867E+01	-4.55035812E+01	-4.53291935E+01	
1.25000000E+02	-4.59673751E+01	-4.46086610E+01	-4.56954354E+01	-4.53763561E+01	-4.50368875E+01	-4.48581952E+01	
1.26000000E+02	-4.54477510E+01	-4.40488623E+01	-4.51153919E+01	-4.48066876E+01	-4.44727680E+01	-4.42959854E+01	
1.27000000E+02	-4.48558274E+01	-4.34510756E+01	-4.44838278E+01	-4.41875223E+01	-4.38622349E+01	-4.36911214E+01	
1.28000000E+02	-4.42435441E+01	-4.28539597E+01	-4.38486287E+01	-4.35645480E+01	-4.32486373E+01	-4.30850593E+01	
1.29000000E+02	-4.36496829E+01	-4.22858210E+01	-4.32439541E+01	-4.29701964E+01	-4.26628825E+01	-4.25075894E+01	
1.30000000E+02	-4.30997447E+01	-4.17643986E+01	-4.26907824E+01	-4.24253030E+01	-4.21252648E+01	-4.19777077E+01	
1.31000000E+02	-4.26086497E+01	-4.13003688E+01	-4.22014070E+01	-4.19417346E+01	-4.16467126E+01	-4.15062126E+01	
1.32000000E+02	-4.21841925E+01	-4.08992385E+01	-4.17811772E+01	-4.15252063E+01	-4.12334954E+01	-4.10989412E+01	
1.33000000E+02	-4.18294187E+01	-4.05629884E+01	-4.14319439E+01	-4.11777341E+01	-4.08872721E+01	-4.07577895E+01	
1.34000000E+02	-4.15445850E+01	-4.02914650E+01	-4.11530320E+01	-4.08988214E+01	-4.06079928E+01	-4.04827234E+01	
1.35000000E+02	-4.13283357E+01	-4.00831964E+01	-4.09427334E+01	-4.06870314E+01	-4.03940243E+01	-4.02720560E+01	
1.36000000E+02	-4.11783215E+01	-3.99362025E+01	-4.07984164E+01	-4.05397845E+01	-4.02432055E+01	-4.01236483E+01	
1.37000000E+02	-4.10918282E+01	-3.98479303E+01	-4.07172006E+01	-4.04543297E+01	-4.01525052E+01	-4.00348539E+01	
1.38000000E+02	-4.10658738E+01	-3.98157769E+01	-4.06962750E+01	-4.04277817E+01	-4.01193940E+01	-4.00028868E+01	
1.39000000E+02	-4.10974427E+01	-3.98367503E+01	-4.07322982E+01	-4.04571512E+01	-4.01407562E+01	-4.00249454E+01	
1.40000000E+02	-4.11834135E+01	-3.99082486E+01	-4.08224360E+01	-4.05393907E+01	-4.02137713E+01	-4.00981527E+01	
1.41000000E+02	-4.13207247E+01	-4.00274651E+01	-4.09635590E+01	-4.06715418E+01	-4.03352250E+01	-4.02196601E+01	
1.42000000E+02	-4.15062057E+01	-4.01915717E+01	-4.11528645E+01	-4.08506963E+01	-4.05025189E+01	-4.03865237E+01	
1.43000000E+02	-4.17367334E+01	-4.03977428E+01	-4.13871021E+01	-4.10736224E+01	-4.07123227E+01	-4.05958193E+01	
1.44000000E+02	-4.20088739E+01	-4.06431042E+01	-4.16632411E+01	-4.13373511E+01	-4.09616592E+01	-4.08446730E+01	
1.45000000E+02	-4.23191047E+01	-4.09245887E+01	-4.19777449E+01	-4.16384873E+01	-4.12474989E+01	-4.11297059E+01	
1.46000000E+02	-4.26634946E+01	-4.12391225E+01	-4.23271027E+01	-4.19733455E+01	-4.15660827E+01	-4.14481931E+01	
1.47000000E+02	-4.30376754E+01	-4.15833564E+01	-4.27071062E+01	-4.23380933E+01	-4.19139234E+01	-4.17959861E+01	
1.48000000E+02	-4.34366885E+01	-4.19533181E+01	-4.31131650E+01	-4.27282646E+01	-4.22868331E+01	-4.21695943E+01	
1.49000000E+02	-4.38549091E+01	-4.23451055E+01	-4.35398818E+01	-4.31388815E+01	-4.26801781E+01	-4.25642758E+01	
1.50000000E+02	-4.42858551E+01	-4.27540659E+01	-4.39816207E+01	-4.35642571E+01	-4.30890367E+01	-4.29756240E+01	
1.51000000E+02	-4.47222444E+01	-4.31750221E+01	-4.44308225E+01	-4.39982710E+01	-4.35075532E+01	-4.33980015E+01	
1.52000000E+02	-4.51559042E+01	-4.36022967E+01	-4.48799683E+01	-4.44333760E+01	-4.39296050E+01	-4.38253328E+01	
1.53000000E+02	-4.55779491E+01	-4.40296902E+01	-4.53201239E+01	-4.48619804E+01	-4.43481123E+01	-4.42512221E+01	
1.54000000E+02	-4.59791808E+01	-4.44502798E+01	-4.57423965E+01	-4.52757934E+01	-4.47561503E+01	-4.46684839E+01	
1.55000000E+02	-4.63503771E+01	-4.48571830E+01	-4.61369089E+01	-4.56662964E+01	-4.51459504E+01	-4.50697610E+01	
1.56000000E+02	-4.66832548E+01	-4.52427609E+01	-4.64951842E+01	-4.60252955E+01	-4.55103569E+01	-4.54476863E+01	
1.57000000E+02	-4.69708724E+01	-4.56004126E+01	-4.68091190E+01	-4.63456304E+01	-4.58424222E+01	-4.57952849E+01	
1.58000000E+02	-4.72085252E+01	-4.59237737E+01	-4.70731189E+01	-4.66217301E+01	-4.61367205E+01	-4.61065857E+01	
1.59000000E+02	-4.73940895E+01	-4.62079646E+01	-4.72835121E+01	-4.68500328E+01	-4.63891587E+01	-4.63769349E+01	
1.60000000E+02	-4.75283705E+01	-4.64491404E+01	-4.74399743E+01	-4.70291283E+01	-4.65975053E+01	-4.66034963E+01	
1.61000000E+02	-4.76143897E+01	-4.66462924E+01	-4.75451600E+01	-4.71600710E+01	-4.67614302E+01	-4.67851494E+01	
1.62000000E+02	-4.76573188E+01	-4.67992360E+01	-4.76034614E+01	-4.72464467E+01	-4.68827483E+01	-4.69229477E+01	
1.63000000E+02	-4.76634151E+01	-4.69102951E+01	-4.76208114E+01	-4.72928847E+01	-4.69644911E+01	-4.70198230E+01	
1.64000000E+02	-4.76394374E+01	-4.69829300E+01	-4.76041290E+01	-4.73050690E+01	-4.70114231E+01	-4.70795095E+01	
1.65000000E+02	-4.75920170E+01	-4.70215390E+01	-4.75605787E+01	-4.72893440E+01	-4.70282575E+01	-4.71069923E+01	
1.66000000E+02	-4.75271938E+01	-4.70312641E+01	-4.74966291E+01	-4.72514808E+01	-4.70204908E+01	-4.71076083E+01	
1.67000000E+02	-4.74502790E+01	-4.70170880E+01	-4.74178952E+01	-4.71968844E+01	-4.69930242E+01	-4.70863246E+01	
1.68000000E+02	-4.73656056E+01	-4.69840816E+01	-4.73295257E+01	-4.71307438E+01	-4.69505982E+01	-4.70480691E+01	
1.69000000E+02	-4.72766520E+01	-4.69365733E+01	-4.72353355E+01	-4.70567024E+01	-4.68973739E+01	-4.69971516E+01	
1.70000000E+02	-4.71860467E+01	-4.68785281E+01	-4.71385764E+01	-4.69781220E+01	-4.68366279E+01	-4.69373845E+01	
1.71000000E+02	-4.70957520E+01	-4.68132826E+01	-4.70413160E+01	-4.68976148E+01	-4.67714092E+01	-4.68716886E+01	
1.72000000E+02	-4.70071727E+01	-4.67435538E+01	-4.69454680E+01	-4.68170654E+01	-4.67038961E+01	-4.68028145E+01	
1.73000000E+02	-4.69212420E+01	-4.66715119E+01	-4.68521492E+01	-4.67378982E+01	-4.66359153E+01	-4.67325845E+01	
1.74000000E+02	-4.68384980E+01	-4.65989722E+01	-4.67620700E+01	-4.66612109E+01	-4.65689118E+01	-4.66627261E+01	
1.75000000E+02	-4.67593484E+01	-4.65275124E+01	-4.66758638E+01	-4.65877772E+01	-4.65039252E+01	-4.65943768E+01	
1.76000000E+02	-4.66839437E+01	-4.64579638E+01	-4.65937829E+01	-4.65181340E+01	-4.64418470E+01	-4.65285331E+01	
1.77000000E+02	-4.66123970E+01	-4.63914785E+01	-4.65160973E+01	-4.64527009E+01	-4.63833051E+01	-4.64660425E+01	
1.78000000E+02	-4.65448096E+01	-4.63287214E+01	-4.64428970E+01	-4.63917394E+01	-4.63288949E+01	-4.64074905E+01	
1.79000000E+02	-4.64812164E+01	-4.62703178E+01	-4.63743682E+01	-4.63356087E+01	-4.62790697E+01	-4.63534805E+01	
1.80000000E+02	-4.64217828E+01	-4.62169006E+01	-4.63106794E+01	-4.62845227E+01	-4.62344132E+01	-4.63044633E+01	
