Far field
"Plane Wave Phi"[deg]	"2Blades_SEP_lam80_Carbide [dBsm]"	"2Blades_SEP_lam8_Carbide [dBsm]"	"2Blades_SEP_lam16_Carbide [dBsm]"	"2Blades_SEP_lam20_Carbide [dBsm]"	"2Blades_SEP_lam32_Carbide [dBsm]"	"2Blades_SEP_lam40_Carbide [dBsm]"	"2Blades_SEP_lam64_Carbide [dBsm]"	
-2.30000000E+01	-5.00227781E+01	-5.21314865E+01	-5.33706312E+01	-5.31626176E+01	-5.01552965E+01	-4.98848148E+01	-4.98823684E+01	
-2.20000000E+01	-5.26368676E+01	-5.47841581E+01	-5.66242042E+01	-5.67820166E+01	-5.25825073E+01	-5.22599214E+01	-5.23836673E+01	
-2.10000000E+01	-5.61800371E+01	-5.84611362E+01	-6.10686131E+01	-6.28939951E+01	-5.56420706E+01	-5.52700374E+01	-5.56771160E+01	
-2.00000000E+01	-6.11481116E+01	-6.40608722E+01	-6.45681371E+01	-9.15113105E+01	-5.91455172E+01	-5.88627268E+01	-5.99812221E+01	
-1.90000000E+01	-6.38442254E+01	-6.79086066E+01	-6.10965948E+01	-6.34699275E+01	-6.05290967E+01	-6.08236885E+01	-6.24706917E+01	
-1.80000000E+01	-5.92176383E+01	-6.19109266E+01	-5.71204091E+01	-5.76308766E+01	-5.79743054E+01	-5.84711371E+01	-5.90279733E+01	
-1.70000000E+01	-5.53012764E+01	-5.76185481E+01	-5.43159927E+01	-5.43480310E+01	-5.49721148E+01	-5.53391658E+01	-5.53856114E+01	
-1.60000000E+01	-5.26050511E+01	-5.48152756E+01	-5.22818319E+01	-5.21210699E+01	-5.26154010E+01	-5.28724471E+01	-5.27470409E+01	
-1.50000000E+01	-5.06464969E+01	-5.28188597E+01	-5.07425120E+01	-5.04820489E+01	-5.08122506E+01	-5.09948997E+01	-5.07985397E+01	
-1.40000000E+01	-4.91543444E+01	-5.13181102E+01	-4.95434261E+01	-4.92231396E+01	-4.94073219E+01	-4.95383567E+01	-4.93060278E+01	
-1.30000000E+01	-4.79842707E+01	-5.01539449E+01	-4.85930981E+01	-4.82318322E+01	-4.82927215E+01	-4.83856448E+01	-4.81317392E+01	
-1.20000000E+01	-4.70481280E+01	-4.92350073E+01	-4.78335511E+01	-4.74421339E+01	-4.73979433E+01	-4.74608525E+01	-4.71919078E+01	
-1.10000000E+01	-4.62929982E+01	-4.85039558E+01	-4.72262285E+01	-4.68107147E+01	-4.66751942E+01	-4.67134405E+01	-4.64326724E+01	
-1.00000000E+01	-4.56818963E+01	-4.79233893E+01	-4.67440634E+01	-4.63078024E+01	-4.60912194E+01	-4.61088513E+01	-4.58173579E+01	
-9.00000000E+00	-4.51884191E+01	-4.74668965E+01	-4.63673723E+01	-4.59127804E+01	-4.56226749E+01	-4.56221707E+01	-4.53204857E+01	
-8.00000000E+00	-4.47939638E+01	-4.71157866E+01	-4.60818921E+01	-4.56102551E+01	-4.52520899E+01	-4.52351156E+01	-4.49236520E+01	
-7.00000000E+00	-4.44854135E+01	-4.68561923E+01	-4.58772167E+01	-4.53890600E+01	-4.49666313E+01	-4.49343776E+01	-4.46126554E+01	
-6.00000000E+00	-4.42518672E+01	-4.66783184E+01	-4.57455098E+01	-4.52410466E+01	-4.47565286E+01	-4.47097567E+01	-4.43777185E+01	
-5.00000000E+00	-4.40862366E+01	-4.65748561E+01	-4.56810559E+01	-4.51599458E+01	-4.46149177E+01	-4.45540389E+01	-4.42104942E+01	
-4.00000000E+00	-4.39825392E+01	-4.65406626E+01	-4.56801369E+01	-4.51418118E+01	-4.45363104E+01	-4.44614534E+01	-4.41060497E+01	
-3.00000000E+00	-4.39365983E+01	-4.65725453E+01	-4.57402201E+01	-4.51838719E+01	-4.45171959E+01	-4.44281126E+01	-4.40596015E+01	
-2.00000000E+00	-4.39459066E+01	-4.66687285E+01	-4.58605666E+01	-4.52850362E+01	-4.45551824E+01	-4.44515508E+01	-4.40685966E+01	
-1.00000000E+00	-4.40079078E+01	-4.68291731E+01	-4.60411080E+01	-4.54448050E+01	-4.46491824E+01	-4.45300472E+01	-4.41312232E+01	
0.00000000E+00	-4.41224289E+01	-4.70547827E+01	-4.62838826E+01	-4.56647998E+01	-4.47991716E+01	-4.46635363E+01	-4.42469233E+01	
1.00000000E+00	-4.42894851E+01	-4.73482695E+01	-4.65915693E+01	-4.59471700E+01	-4.50060569E+01	-4.48523743E+01	-4.44159530E+01	
2.00000000E+00	-4.45095873E+01	-4.77137474E+01	-4.69686533E+01	-4.62958031E+01	-4.52718201E+01	-4.50981951E+01	-4.46386173E+01	
3.00000000E+00	-4.47857543E+01	-4.81570319E+01	-4.74211743E+01	-4.67157311E+01	-4.55996045E+01	-4.54034546E+01	-4.49176797E+01	
4.00000000E+00	-4.51192022E+01	-4.86862503E+01	-4.79576359E+01	-4.72143897E+01	-4.59939091E+01	-4.57720179E+01	-4.52559159E+01	
5.00000000E+00	-4.55142063E+01	-4.93120643E+01	-4.85886061E+01	-4.78012641E+01	-4.64604600E+01	-4.62085494E+01	-4.56565805E+01	
6.00000000E+00	-4.59759371E+01	-5.00487046E+01	-4.93287922E+01	-4.84881592E+01	-4.70066720E+01	-4.67195272E+01	-4.61251380E+01	
7.00000000E+00	-4.65096033E+01	-5.09148472E+01	-5.01979099E+01	-4.92920650E+01	-4.76424839E+01	-4.73131276E+01	-4.66683206E+01	
8.00000000E+00	-4.71239343E+01	-5.19359022E+01	-5.12233144E+01	-5.02350583E+01	-4.83805787E+01	-4.79999862E+01	-4.72941322E+01	
9.00000000E+00	-4.78272420E+01	-5.31461663E+01	-5.24444677E+01	-5.13486183E+01	-4.92380521E+01	-4.87942756E+01	-4.80138875E+01	
1.00000000E+01	-4.86347297E+01	-5.45929477E+01	-5.39206637E+01	-5.26779194E+01	-5.02378984E+01	-4.97144817E+01	-4.88409925E+01	
1.10000000E+01	-4.95640180E+01	-5.63379278E+01	-5.57479481E+01	-5.42934203E+01	-5.14117982E+01	-5.07862328E+01	-4.97962864E+01	
1.20000000E+01	-5.06414346E+01	-5.84462083E+01	-5.81010055E+01	-5.63075539E+01	-5.28070418E+01	-5.20461805E+01	-5.09066122E+01	
1.30000000E+01	-5.19007028E+01	-6.08895967E+01	-6.13410342E+01	-5.89224883E+01	-5.44930219E+01	-5.35482981E+01	-5.22104007E+01	
1.40000000E+01	-5.33995839E+01	-6.30936359E+01	-6.64319460E+01	-6.25070944E+01	-5.65767933E+01	-5.53728336E+01	-5.37699662E+01	
1.50000000E+01	-5.52252883E+01	-6.33711575E+01	-7.63777140E+01	-6.73897048E+01	-5.92124257E+01	-5.76408012E+01	-5.56746218E+01	
1.60000000E+01	-5.75192896E+01	-6.14426337E+01	-6.97619227E+01	-6.86457287E+01	-6.24725436E+01	-6.04904383E+01	-5.80673185E+01	
1.70000000E+01	-6.04822858E+01	-5.90356969E+01	-6.34577894E+01	-6.39006074E+01	-6.51072154E+01	-6.36604349E+01	-6.10976430E+01	
1.80000000E+01	-6.40351995E+01	-5.69109474E+01	-5.98677366E+01	-6.01178662E+01	-6.36490872E+01	-6.46241222E+01	-6.42447817E+01	
1.90000000E+01	-6.53019466E+01	-5.51366793E+01	-5.74043739E+01	-5.74160990E+01	-6.02637652E+01	-6.18662181E+01	-6.41844160E+01	
2.00000000E+01	-6.20052528E+01	-5.36445608E+01	-5.55399613E+01	-5.53577372E+01	-5.73313033E+01	-5.86375744E+01	-6.08328254E+01	
2.10000000E+01	-5.83965402E+01	-5.23624980E+01	-5.40348227E+01	-5.36968524E+01	-5.49835611E+01	-5.59714173E+01	-5.75686401E+01	
2.20000000E+01	-5.55237189E+01	-5.12323475E+01	-5.27550170E+01	-5.22934763E+01	-5.30535275E+01	-5.37961741E+01	-5.49335056E+01	
2.30000000E+01	-5.32162719E+01	-5.02113279E+01	-5.16182596E+01	-5.10623225E+01	-5.14163906E+01	-5.19740064E+01	-5.27853248E+01	
2.40000000E+01	-5.13063584E+01	-4.92681627E+01	-5.05726817E+01	-4.99496914E+01	-4.99929091E+01	-5.04074544E+01	-5.09827713E+01	
2.50000000E+01	-4.96807327E+01	-4.83831351E+01	-4.95859218E+01	-4.89239371E+01	-4.87338115E+01	-4.90378249E+01	-4.94380855E+01	
2.60000000E+01	-4.82805023E+01	-4.75455091E+01	-4.86436173E+01	-4.79685378E+01	-4.76111748E+01	-4.78290681E+01	-4.80975024E+01	
2.70000000E+01	-4.70656154E+01	-4.67530819E+01	-4.77443208E+01	-4.70782183E+01	-4.66099033E+01	-4.67613481E+01	-4.69311168E+01	
2.80000000E+01	-4.60189422E+01	-4.60101380E+01	-4.68949496E+01	-4.62565759E+01	-4.57239976E+01	-4.58256351E+01	-4.59206331E+01	
2.90000000E+01	-4.51273128E+01	-4.53252973E+01	-4.61086609E+01	-4.55111069E+01	-4.49532338E+01	-4.50179375E+01	-4.50594772E+01	
3.00000000E+01	-4.43870523E+01	-4.47096554E+01	-4.54006012E+01	-4.48537115E+01	-4.43007586E+01	-4.43396615E+01	-4.43424769E+01	
3.10000000E+01	-4.37974130E+01	-4.41758171E+01	-4.47860730E+01	-4.42967616E+01	-4.37725044E+01	-4.37947712E+01	-4.37709159E+01	
3.20000000E+01	-4.33629763E+01	-4.37350936E+01	-4.42789549E+01	-4.38513518E+01	-4.33754786E+01	-4.33892109E+01	-4.33506660E+01	
3.30000000E+01	-4.30871773E+01	-4.33977689E+01	-4.38907046E+01	-4.35288338E+01	-4.31178819E+01	-4.31295734E+01	-4.30850950E+01	
3.40000000E+01	-4.29774108E+01	-4.31714584E+01	-4.36294434E+01	-4.33373685E+01	-4.30062688E+01	-4.30224322E+01	-4.29810204E+01	
3.50000000E+01	-4.30352989E+01	-4.30593391E+01	-4.34983591E+01	-4.32818990E+01	-4.30451901E+01	-4.30721805E+01	-4.30417790E+01	
3.60000000E+01	-4.32605197E+01	-4.30579174E+01	-4.34934965E+01	-4.33593123E+01	-4.32323243E+01	-4.32765511E+01	-4.32664357E+01	
3.70000000E+01	-4.36351426E+01	-4.31537500E+01	-4.35986467E+01	-4.35537105E+01	-4.35511567E+01	-4.36184484E+01	-4.36356914E+01	
3.80000000E+01	-4.41117792E+01	-4.33183117E+01	-4.37791149E+01	-4.38290081E+01	-4.39587682E+01	-4.40529534E+01	-4.41039671E+01	
3.90000000E+01	-4.45846846E+01	-4.35044324E+01	-4.39756591E+01	-4.41172263E+01	-4.43696715E+01	-4.44883541E+01	-4.45675312E+01	
4.00000000E+01	-4.48805240E+01	-4.36472157E+01	-4.41052541E+01	-4.43186856E+01	-4.46480066E+01	-4.47758797E+01	-4.48612519E+01	
4.10000000E+01	-4.48109558E+01	-4.36780773E+01	-4.40816750E+01	-4.43237839E+01	-4.46450001E+01	-4.47534926E+01	-4.48032303E+01	
4.20000000E+01	-4.43021750E+01	-4.35529101E+01	-4.38547812E+01	-4.40711403E+01	-4.42881284E+01	-4.43474408E+01	-4.43189941E+01	
4.30000000E+01	-4.34686492E+01	-4.32775024E+01	-4.34444604E+01	-4.35903956E+01	-4.36435594E+01	-4.36390763E+01	-4.35151300E+01	
4.40000000E+01	-4.25131393E+01	-4.29082161E+01	-4.29308852E+01	-4.29862383E+01	-4.28673942E+01	-4.28014273E+01	-4.25894589E+01	
4.50000000E+01	-4.16101217E+01	-4.25267659E+01	-4.24158420E+01	-4.23807860E+01	-4.21122564E+01	-4.19944040E+01	-4.17100551E+01	
4.60000000E+01	-4.08606942E+01	-4.22128796E+01	-4.19873936E+01	-4.18726668E+01	-4.14828207E+01	-4.13229484E+01	-4.09795182E+01	
4.70000000E+01	-4.03177690E+01	-4.20292442E+01	-4.17088429E+01	-4.15264684E+01	-4.10392788E+01	-4.08445940E+01	-4.04519991E+01	
4.80000000E+01	-4.00047862E+01	-4.20204299E+01	-4.16217198E+01	-4.13812795E+01	-4.08133191E+01	-4.05882329E+01	-4.01519568E+01	
4.90000000E+01	-3.99324350E+01	-4.22159515E+01	-4.17522138E+01	-4.14602196E+01	-4.08212762E+01	-4.05684647E+01	-4.00913819E+01	
5.00000000E+01	-4.01069582E+01	-4.26345249E+01	-4.21163719E+01	-4.17764053E+01	-4.10705649E+01	-4.07917966E+01	-4.02761948E+01	
5.10000000E+01	-4.05284021E+01	-4.32846160E+01	-4.27216740E+01	-4.23338239E+01	-4.15622215E+01	-4.12584435E+01	-4.07053619E+01	
5.20000000E+01	-4.11891581E+01	-4.41609478E+01	-4.35644205E+01	-4.31248319E+01	-4.22853531E+01	-4.19586334E+01	-4.13723011E+01	
5.30000000E+01	-4.20625298E+01	-4.52319356E+01	-4.46166704E+01	-4.41185924E+01	-4.32069856E+01	-4.28616361E+01	-4.22479260E+01	
5.40000000E+01	-4.30815691E+01	-4.64150429E+01	-4.58021156E+01	-4.52370416E+01	-4.42476817E+01	-4.38909833E+01	-4.32627002E+01	
5.50000000E+01	-4.41012458E+01	-4.75423511E+01	-4.69556781E+01	-4.63185044E+01	-4.52481526E+01	-4.48924666E+01	-4.42703780E+01	
5.60000000E+01	-4.48865733E+01	-4.83627867E+01	-4.78134385E+01	-4.71168266E+01	-4.59740478E+01	-4.56298466E+01	-4.50381580E+01	
5.70000000E+01	-4.52093764E+01	-4.86727910E+01	-4.81361729E+01	-4.74232991E+01	-4.62294530E+01	-4.58989158E+01	-4.53458883E+01	
5.80000000E+01	-4.50413535E+01	-4.85026022E+01	-4.79334348E+01	-4.72512061E+01	-4.60333888E+01	-4.57050136E+01	-4.51747528E+01	
5.90000000E+01	-4.45911260E+01	-4.80881877E+01	-4.74553082E+01	-4.68287987E+01	-4.56024629E+01	-4.52626894E+01	-4.47321645E+01	
6.00000000E+01	-4.41123823E+01	-4.76787376E+01	-4.69719211E+01	-4.64031227E+01	-4.51741190E+01	-4.48138231E+01	-4.42664378E+01	
6.10000000E+01	-4.37771934E+01	-4.74399230E+01	-4.66564237E+01	-4.61397619E+01	-4.49056079E+01	-4.45203477E+01	-4.39478584E+01	
6.20000000E+01	-4.36756857E+01	-4.74657000E+01	-4.66027148E+01	-4.61293157E+01	-4.48816432E+01	-4.44669070E+01	-4.38610437E+01	
6.30000000E+01	-4.38375103E+01	-4.78044585E+01	-4.68511147E+01	-4.64115349E+01	-4.51392155E+01	-4.46901539E+01	-4.40418344E+01	
6.40000000E+01	-4.42631639E+01	-4.84596285E+01	-4.73998190E+01	-4.69861368E+01	-4.56798660E+01	-4.51886714E+01	-4.44863571E+01	
6.50000000E+01	-4.49048406E+01	-4.93433756E+01	-4.81684815E+01	-4.77769523E+01	-4.64483539E+01	-4.59133985E+01	-4.51489340E+01	
6.60000000E+01	-4.56504208E+01	-5.01706522E+01	-4.89278053E+01	-4.85722211E+01	-4.72896490E+01	-4.67270913E+01	-4.59140417E+01	
6.70000000E+01	-4.63100673E+01	-5.04373272E+01	-4.92776516E+01	-4.89953196E+01	-4.79158710E+01	-4.73806230E+01	-4.65777629E+01	
6.80000000E+01	-4.66708083E+01	-4.98503694E+01	-4.89326323E+01	-4.87540586E+01	-4.80338788E+01	-4.76050605E+01	-4.69165842E+01	
6.90000000E+01	-4.66498668E+01	-4.87358057E+01	-4.80736880E+01	-4.79883575E+01	-4.76305446E+01	-4.73491243E+01	-4.68477811E+01	
7.00000000E+01	-4.63681054E+01	-4.75906969E+01	-4.71111111E+01	-4.70877063E+01	-4.69866575E+01	-4.68320875E+01	-4.65161697E+01	
7.10000000E+01	-4.60282580E+01	-4.66782241E+01	-4.63196043E+01	-4.63329456E+01	-4.63857195E+01	-4.63152877E+01	-4.61351138E+01	
7.20000000E+01	-4.57706374E+01	-4.60659729E+01	-4.57948613E+01	-4.58265781E+01	-4.59684974E+01	-4.59450876E+01	-4.58484096E+01	
7.30000000E+01	-4.56329554E+01	-4.57267066E+01	-4.55304317E+01	-4.55681180E+01	-4.57557514E+01	-4.57524873E+01	-4.56938868E+01	
7.40000000E+01	-4.55797524E+01	-4.55908363E+01	-4.54662181E+01	-4.54974411E+01	-4.56972587E+01	-4.56928640E+01	-4.56344828E+01	
7.50000000E+01	-4.55329966E+01	-4.55689670E+01	-4.55128209E+01	-4.55266652E+01	-4.57054994E+01	-4.56813975E+01	-4.55918089E+01	
7.60000000E+01	-4.54159411E+01	-4.55669360E+01	-4.55729118E+01	-4.55626608E+01	-4.56862758E+01	-4.56288099E+01	-4.54832083E+01	
7.70000000E+01	-4.51795903E+01	-4.55071493E+01	-4.55621187E+01	-4.55245343E+01	-4.55683738E+01	-4.54713987E+01	-4.52615882E+01	
7.80000000E+01	-4.48273538E+01	-4.53426369E+01	-4.54323380E+01	-4.53711794E+01	-4.53264737E+01	-4.51924518E+01	-4.49234878E+01	
7.90000000E+01	-4.44043203E+01	-4.50709930E+01	-4.51848559E+01	-4.51047564E+01	-4.49826498E+01	-4.48225934E+01	-4.45102990E+01	
8.00000000E+01	-4.39822748E+01	-4.47352705E+01	-4.48689958E+01	-4.47799331E+01	-4.46004005E+01	-4.44286349E+01	-4.40921735E+01	
8.10000000E+01	-4.36484482E+01	-4.44168866E+01	-4.45715985E+01	-4.44818125E+01	-4.42691973E+01	-4.40977293E+01	-4.37576549E+01	
8.20000000E+01	-4.34976372E+01	-4.42199578E+01	-4.43997311E+01	-4.43170836E+01	-4.40933836E+01	-4.39320636E+01	-4.36002928E+01	
8.30000000E+01	-4.36247421E+01	-4.42533594E+01	-4.44683718E+01	-4.43989272E+01	-4.41802639E+01	-4.40345681E+01	-4.37198162E+01	
8.40000000E+01	-4.41299187E+01	-4.46218648E+01	-4.48880379E+01	-4.48379132E+01	-4.46378491E+01	-4.45107109E+01	-4.42156421E+01	
8.50000000E+01	-4.51108527E+01	-4.54286745E+01	-4.57709161E+01	-4.57477595E+01	-4.55760378E+01	-4.54686021E+01	-4.51874891E+01	
8.60000000E+01	-4.66540712E+01	-4.67816816E+01	-4.72397709E+01	-4.72492718E+01	-4.71067769E+01	-4.70131427E+01	-4.67270594E+01	
8.70000000E+01	-4.87302823E+01	-4.87995338E+01	-4.94159998E+01	-4.94596571E+01	-4.92954223E+01	-4.91861998E+01	-4.88203435E+01	
8.80000000E+01	-5.07367395E+01	-5.15599755E+01	-5.22709630E+01	-5.22941587E+01	-5.18297022E+01	-5.15858633E+01	-5.09227935E+01	
8.90000000E+01	-5.10978160E+01	-5.46950895E+01	-5.47780950E+01	-5.45303576E+01	-5.31036424E+01	-5.25513468E+01	-5.14375916E+01	
9.00000000E+01	-4.96619349E+01	-5.62077665E+01	-5.45611247E+01	-5.39724897E+01	-5.19203209E+01	-5.12445173E+01	-5.00476176E+01	
9.10000000E+01	-4.79993467E+01	-5.48985147E+01	-5.25936665E+01	-5.19967353E+01	-5.00560874E+01	-4.94361956E+01	-4.83583985E+01	
9.20000000E+01	-4.67417509E+01	-5.28586532E+01	-5.07369467E+01	-5.02370278E+01	-4.85571914E+01	-4.80205605E+01	-4.70687229E+01	
9.30000000E+01	-4.58289273E+01	-5.08855425E+01	-4.91361655E+01	-4.87519544E+01	-4.73780522E+01	-4.69351486E+01	-4.61156863E+01	
9.40000000E+01	-4.49955438E+01	-4.88935692E+01	-4.75360429E+01	-4.72618524E+01	-4.62324394E+01	-4.58967917E+01	-4.52334410E+01	
9.50000000E+01	-4.40199465E+01	-4.69128564E+01	-4.58619471E+01	-4.56688863E+01	-4.49446245E+01	-4.47084085E+01	-4.42029285E+01	
9.60000000E+01	-4.28679602E+01	-4.51223854E+01	-4.42508536E+01	-4.40982516E+01	-4.35697832E+01	-4.33977318E+01	-4.30084626E+01	
9.70000000E+01	-4.16903112E+01	-4.36761076E+01	-4.28784420E+01	-4.27342563E+01	-4.22868408E+01	-4.21397073E+01	-4.18053104E+01	
9.80000000E+01	-4.06614114E+01	-4.26512823E+01	-4.18563137E+01	-4.16973453E+01	-4.12486756E+01	-4.10968774E+01	-4.07682817E+01	
9.90000000E+01	-3.98969782E+01	-4.20759459E+01	-4.12342885E+01	-4.10456395E+01	-4.05390845E+01	-4.03634172E+01	-4.00079291E+01	
1.00000000E+02	-3.94547713E+01	-4.19579070E+01	-4.10309625E+01	-4.07979753E+01	-4.01910783E+01	-3.99792140E+01	-3.95757360E+01	
1.01000000E+02	-3.93507744E+01	-4.23017927E+01	-4.12519677E+01	-4.09594584E+01	-4.02126417E+01	-3.99548060E+01	-3.94881936E+01	
1.02000000E+02	-3.95899456E+01	-4.31110551E+01	-4.18999463E+01	-4.15305705E+01	-4.05993814E+01	-4.02877598E+01	-3.97455368E+01	
1.03000000E+02	-4.01648881E+01	-4.43685985E+01	-4.29650269E+01	-4.25002351E+01	-4.13375229E+01	-4.09672901E+01	-4.03418892E+01	
1.04000000E+02	-4.10562779E+01	-4.59516448E+01	-4.43827478E+01	-4.38157795E+01	-4.23871343E+01	-4.19626586E+01	-4.12541091E+01	
1.05000000E+02	-4.22067367E+01	-4.73935423E+01	-4.59007246E+01	-4.52805515E+01	-4.36363808E+01	-4.31867604E+01	-4.24193965E+01	
1.06000000E+02	-4.34532790E+01	-4.77556554E+01	-4.68726456E+01	-4.63753534E+01	-4.48022733E+01	-4.44077615E+01	-4.36626269E+01	
1.07000000E+02	-4.44289590E+01	-4.66987794E+01	-4.65978368E+01	-4.64047325E+01	-4.53901868E+01	-4.51682928E+01	-4.45966449E+01	
1.08000000E+02	-4.46347015E+01	-4.50450396E+01	-4.53255842E+01	-4.53630121E+01	-4.50474409E+01	-4.50303023E+01	-4.47317256E+01	
1.09000000E+02	-4.39427544E+01	-4.34693028E+01	-4.38097271E+01	-4.39192670E+01	-4.40086486E+01	-4.40953923E+01	-4.39864234E+01	
1.10000000E+02	-4.27587062E+01	-4.21708106E+01	-4.24501968E+01	-4.25472827E+01	-4.27562832E+01	-4.28469786E+01	-4.27871874E+01	
1.11000000E+02	-4.15130827E+01	-4.11569445E+01	-4.13462378E+01	-4.14009165E+01	-4.15868566E+01	-4.16371061E+01	-4.15495744E+01	
1.12000000E+02	-4.04150550E+01	-4.03894431E+01	-4.04906991E+01	-4.04977688E+01	-4.06059023E+01	-4.06069612E+01	-4.04679893E+01	
1.13000000E+02	-3.95298028E+01	-3.98274344E+01	-3.98524727E+01	-3.98167079E+01	-3.98332441E+01	-3.97903628E+01	-3.95987154E+01	
1.14000000E+02	-3.88634355E+01	-3.94374909E+01	-3.94008114E+01	-3.93296859E+01	-3.92600237E+01	-3.91823963E+01	-3.89458863E+01	
1.15000000E+02	-3.84051913E+01	-3.91947332E+01	-3.91107549E+01	-3.90135735E+01	-3.88710944E+01	-3.87681726E+01	-3.84979356E+01	
1.16000000E+02	-3.81385338E+01	-3.90823139E+01	-3.89639883E+01	-3.88504712E+01	-3.86514932E+01	-3.85329851E+01	-3.82391304E+01	
1.17000000E+02	-3.80510542E+01	-3.90891454E+01	-3.89474162E+01	-3.88271270E+01	-3.85884938E+01	-3.84628859E+01	-3.81559419E+01	
1.18000000E+02	-3.81272308E+01	-3.92076107E+01	-3.90511895E+01	-3.89328786E+01	-3.86707344E+01	-3.85457579E+01	-3.82347135E+01	
1.19000000E+02	-3.83543526E+01	-3.94311918E+01	-3.92658614E+01	-3.91562876E+01	-3.88862730E+01	-3.87677231E+01	-3.84614179E+01	
1.20000000E+02	-3.87152625E+01	-3.97513080E+01	-3.95800402E+01	-3.94856736E+01	-3.92202826E+01	-3.91140271E+01	-3.88190944E+01	
1.21000000E+02	-3.91883868E+01	-4.01553965E+01	-3.99778240E+01	-3.99022516E+01	-3.96534323E+01	-3.95637821E+01	-3.92873528E+01	
1.22000000E+02	-3.97465994E+01	-4.06254856E+01	-4.04387890E+01	-4.03838580E+01	-4.01603242E+01	-4.00900667E+01	-3.98381917E+01	
1.23000000E+02	-4.03535285E+01	-4.11375214E+01	-4.09355664E+01	-4.09005968E+01	-4.07085891E+01	-4.06594128E+01	-4.04364797E+01	
1.24000000E+02	-4.09667339E+01	-4.16615278E+01	-4.14364203E+01	-4.14186172E+01	-4.12589617E+01	-4.12303694E+01	-4.10390359E+01	
1.25000000E+02	-4.15359657E+01	-4.21626026E+01	-4.19055602E+01	-4.18990441E+01	-4.17677150E+01	-4.17577313E+01	-4.15978325E+01	
1.26000000E+02	-4.20080246E+01	-4.26026649E+01	-4.23057895E+01	-4.23023923E+01	-4.21885503E+01	-4.21920741E+01	-4.20598173E+01	
1.27000000E+02	-4.23297699E+01	-4.29428693E+01	-4.26012126E+01	-4.25913500E+01	-4.24781470E+01	-4.24882790E+01	-4.23745146E+01	
1.28000000E+02	-4.24613011E+01	-4.31477418E+01	-4.27612802E+01	-4.27349063E+01	-4.26016405E+01	-4.26105002E+01	-4.25021320E+01	
1.29000000E+02	-4.23810413E+01	-4.31929653E+01	-4.27667074E+01	-4.27157478E+01	-4.25425861E+01	-4.25411789E+01	-4.24239049E+01	
1.30000000E+02	-4.21019129E+01	-4.30726709E+01	-4.26153988E+01	-4.25354914E+01	-4.23079683E+01	-4.22892744E+01	-4.21508842E+01	
1.31000000E+02	-4.16650041E+01	-4.28041957E+01	-4.23258538E+01	-4.22164588E+01	-4.19293336E+01	-4.18895034E+01	-4.17223277E+01	
1.32000000E+02	-4.11263014E+01	-4.24232578E+01	-4.19328281E+01	-4.17975864E+01	-4.14540959E+01	-4.13920907E+01	-4.11939231E+01	
1.33000000E+02	-4.05472176E+01	-4.19749078E+01	-4.14791979E+01	-4.13246937E+01	-4.09325944E+01	-4.08501217E+01	-4.06238094E+01	
1.34000000E+02	-3.99754880E+01	-4.15035043E+01	-4.10074494E+01	-4.08402098E+01	-4.04093534E+01	-4.03098511E+01	-4.00601249E+01	
1.35000000E+02	-3.94475563E+01	-4.10464486E+01	-4.05529446E+01	-4.03789961E+01	-3.99187956E+01	-3.98060623E+01	-3.95386325E+01	
1.36000000E+02	-3.89872945E+01	-4.06322685E+01	-4.01434703E+01	-3.99665168E+01	-3.94851454E+01	-3.93627587E+01	-3.90829167E+01	
1.37000000E+02	-3.86088389E+01	-4.02810851E+01	-3.97987719E+01	-3.96213438E+01	-3.91234123E+01	-3.89946576E+01	-3.87074560E+01	
1.38000000E+02	-3.83201886E+01	-4.00066097E+01	-3.95321735E+01	-3.93547043E+01	-3.88431792E+01	-3.87105840E+01	-3.84203071E+01	
1.39000000E+02	-3.81248415E+01	-3.98177676E+01	-3.93522659E+01	-3.91739451E+01	-3.86494349E+01	-3.85146192E+01	-3.82246578E+01	
1.40000000E+02	-3.80238319E+01	-3.97198738E+01	-3.92646183E+01	-3.90836385E+01	-3.85444896E+01	-3.84088450E+01	-3.81218170E+01	
1.41000000E+02	-3.80162093E+01	-3.97158956E+01	-3.92722951E+01	-3.90857135E+01	-3.85290678E+01	-3.83931629E+01	-3.81113406E+01	
1.42000000E+02	-3.81004403E+01	-3.98070048E+01	-3.93765010E+01	-3.91818690E+01	-3.86027420E+01	-3.84667815E+01	-3.81917041E+01	
1.43000000E+02	-3.82751523E+01	-3.99931667E+01	-3.95778728E+01	-3.93719149E+01	-3.87648207E+01	-3.86286980E+01	-3.83612281E+01	
1.44000000E+02	-3.85388205E+01	-4.02733619E+01	-3.98761183E+01	-3.96559738E+01	-3.90140820E+01	-3.88772954E+01	-3.86184880E+01	
1.45000000E+02	-3.88901526E+01	-4.06463091E+01	-4.02709991E+01	-4.00341619E+01	-3.93500776E+01	-3.92119213E+01	-3.89626715E+01	
1.46000000E+02	-3.93291109E+01	-4.11107199E+01	-4.07625972E+01	-4.05073854E+01	-3.97725099E+01	-3.96323342E+01	-3.93927583E+01	
1.47000000E+02	-3.98557814E+01	-4.16661638E+01	-4.13522864E+01	-4.10774849E+01	-4.02828454E+01	-4.01393877E+01	-3.99105087E+01	
1.48000000E+02	-4.04743754E+01	-4.23135438E+01	-4.20432179E+01	-4.17489134E+01	-4.08838651E+01	-4.07362328E+01	-4.05183288E+01	
